"","gene","B.males.tpm","B.females.tpm","nonB.males.tpm","nonB.females.tpm","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale"
"20096","g7191",0.0842857142857143,0.05,0.105714285714286,0.06,"scaffold_17",2058,"GUDU_DROME","E0VQV4","Armadillo/beta-catenin-like repeat","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20097","g7192",24.2171428571429,29.38,23.96,31.8166666666667,"scaffold_17",1613,NA,"J9K9J9",NA,"Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20098","g7193",36.8085714285714,40.7716666666667,29.7328571428571,33.5533333333333,"scaffold_17",821,"T38B1_CAEEL","A0A2J7R9A1","TRIC channel","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20099","g7194",130.804285714286,83.0533333333333,145.301428571429,81.7166666666667,"scaffold_17",1103,"FKBP8_RAT","A0A2J7RJX8","Tetratricopeptide repeat,FKBP-type peptidyl-prolyl cis-trans isomerase","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20100","g7195",106.532857142857,132.391666666667,125.138571428571,155.091666666667,"scaffold_17",411,"AP4A_HUMAN","A0A139WFV7","NUDIX domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20101","g7196",107.165714285714,89.55,121.788571428571,96.5466666666667,"scaffold_17",756,NA,"A0A2J7QCR4","TMEM192 family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20102","g7197",613.357142857143,648.433333333333,611.651428571429,673.981666666667,"scaffold_17",2280,NA,"A0A2J7Q2V9",NA,"Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20103","g7198",13.7542857142857,9.32833333333333,15.1728571428571,11.67,"scaffold_17",1562,"CO041_XENLA","K7J7P1","Protein of unknown function TPD sequence-motif","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20104","g7199",54.1728571428571,42.05,56.45,42.8183333333333,"scaffold_17",1748,"PIAS1_MOUSE","D6WTG2","PINIT domain,MIZ/SP-RING zinc finger","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20105","g72",27.9928571428571,26.145,24.2928571428571,23.1583333333333,"scaffold_415",2667,NA,"A0A2J7RAC7",NA,"Y",302935,"A",-0.502380497430708,0,0,0,0,0
"20106","g720",89.2871428571429,70.935,96.1671428571429,69.9083333333333,"scaffold_56",1596,"COW_DROME","A0A482X740","Kazal-type serine protease inhibitor domain,Thyroglobulin type-1 repeat,Secreted protein acidic and rich in cysteine Ca binding region","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20107","g7200",14.0057142857143,10.225,13.5485714285714,10.6666666666667,"scaffold_17",1883,"PIAS2_RAT","A0A0N8DA50","PINIT domain,MIZ/SP-RING zinc finger","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20108","g7201",50.6771428571429,38.2,51.0014285714286,39.7933333333333,"scaffold_17",378,NA,NA,"BTB/POZ domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20109","g7202",0.0142857142857143,0.0466666666666667,0.01,0.0983333333333333,"scaffold_17",1510,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20110","g7203",0.08,0.315,0.0771428571428571,0.445,"scaffold_17",356,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20111","g7204",1.28857142857143,0.791666666666667,0.61,0.455,"scaffold_17",1643,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20112","g7205",0.132857142857143,0,0,0,"scaffold_17",222,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20113","g7206",6.40571428571429,43.0583333333333,1.78571428571429,36.8016666666667,"scaffold_17",873,"CGL_PIG","A0A443S3M5","Cys/Met metabolism PLP-dependent enzyme","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20114","g7207",16.4985714285714,9.05666666666667,18.7728571428571,10.0283333333333,"scaffold_17",813,NA,"E0VBK8","Immunoglobulin V-set domain,CD80-like C2-set immunoglobulin domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20115","g7208",0.204285714285714,1.14666666666667,0.0314285714285714,1.17833333333333,"scaffold_17",1165,"ELVL1_AEDAE","A0A482XNJ2","GNS1/SUR4 family","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20116","g7209",101.527142857143,66.9933333333333,98.9671428571429,72.47,"scaffold_17",868,"ZG57_XENLA",NA,"Zinc finger, C2H2 type","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20117","g721",7.29285714285714,8.15833333333333,8.63857142857143,7.93,"scaffold_56",1183,NA,NA,"THAP domain","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20118","g7210",23.9857142857143,15.375,22.1085714285714,13.095,"scaffold_17",1071,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20119","g7211",26.1885714285714,49.2166666666667,29.13,46.205,"scaffold_17",567,NA,NA,"Rhodanese-like domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20120","g7212",4.00571428571429,12.17,4.53714285714286,14.73,"scaffold_17",384,NA,NA,"Rhodanese-like domain","Y",2133015,"A",-0.178589466439256,0,0,-1,0,0
"20121","g7213",16.0014285714286,9.865,16.7557142857143,10.0633333333333,"scaffold_17",6790,"JARD2_DANRE","A0A067R4K3","C5HC2 zinc finger,jmjN domain,JmjC domain, hydroxylase,ARID/BRIGHT DNA binding domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20122","g7214",7.41428571428571,1.85,4.94571428571429,1.85833333333333,"scaffold_17",1732,NA,NA,"BTB And C-terminal Kelch,BTB/POZ domain","Y",2133015,"A",-0.178589466439256,0,1,1,0,0
"20123","g7215",6.71142857142857,4.39333333333333,4.14571428571429,3.35666666666667,"scaffold_17",3639,"TT21B_HUMAN","A0A2J7PP87","Tetratricopeptide repeat","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20124","g7216",31.4328571428571,23.3633333333333,26.7657142857143,21.85,"scaffold_17",665,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20125","g7217",49.3728571428571,43.325,46.4014285714286,44.9466666666667,"scaffold_17",5788,"CDK12_DROME","A0A154PJD2","Haspin like kinase domain,SAM domain (Sterile alpha motif),Protein kinase domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20126","g7218",0.135714285714286,0.108333333333333,0.204285714285714,0.211666666666667,"scaffold_17",707,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20127","g7219",0,0,0.0328571428571429,0,"scaffold_17",443,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20128","g722",93.3757142857143,98.48,85.9314285714286,91.22,"scaffold_56",3109,"OGT1_MOUSE","X1WJ62","Tetratricopeptide repeat,Glycosyl transferase family 41,TPR repeat","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20129","g7220",1.47857142857143,0.133333333333333,1.47428571428571,1.12833333333333,"scaffold_17",220,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20130","g7221",45.0457142857143,135.85,25.8828571428571,155.986666666667,"scaffold_17",3070,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,-1,0,-1
"20131","g7222",8.74,21.4316666666667,4.82714285714286,25.135,"scaffold_17",205,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,-1
"20132","g7223",19.9,17.4933333333333,22.17,17.1583333333333,"scaffold_17",371,"IN80C_RAT","A0A482XDK5","YL1 nuclear protein C-terminal domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20133","g7224",518.407142857143,463.47,499.41,477.136666666667,"scaffold_17",855,"TPIS_BOMMO","A0A232EQN8","Triosephosphate isomerase","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20134","g7225",3.66,2.04833333333333,2.65571428571429,2.11166666666667,"scaffold_17",1139,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20135","g7226",0.198571428571429,0.095,0.328571428571429,0.116666666666667,"scaffold_17",1385,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20136","g7227",4.96714285714286,1.725,6.86428571428571,3.95833333333333,"scaffold_17",825,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20137","g7228",0.0457142857142857,0,0.03,0,"scaffold_17",762,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20138","g7229",0.0828571428571429,0,0.0314285714285714,0,"scaffold_17",326,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20139","g723",0.247142857142857,0.661666666666667,0.162857142857143,0.291666666666667,"scaffold_56",1160,NA,NA,NA,"N",1371732,"A",-0.143478900461072,0,0,0,0,0
"20140","g7230",0.0114285714285714,0.0116666666666667,0.0628571428571428,0.0166666666666667,"scaffold_17",1244,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20141","g7231",0,0,0.112857142857143,0.0716666666666667,"scaffold_17",248,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20142","g7232",8.04,14.8333333333333,6.89142857142857,15.2533333333333,"scaffold_17",625,"RAB18_CAEBR","E9HIT2","Ras family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20143","g7233",84.1657142857143,82.465,93.8585714285714,91.835,"scaffold_17",719,"RAB18_CHICK","A0A1W4WPD4","Ras family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20144","g7234",1685.00285714286,0.12,2030.38428571429,0.218333333333333,"scaffold_17",926,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,1,1,0,1
"20145","g7235",27.0014285714286,28.2766666666667,27.7985714285714,28.4066666666667,"scaffold_17",2432,"EXOSX_HUMAN","A0A2J7QKR3","HRDC domain,3'-5' exonuclease,PMC2NT (NUC016) domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20146","g7236",45.0157142857143,25.37,49.8328571428571,24.185,"scaffold_17",698,"TMM98_XENLA","A0A067R6Z1","Grap2 and cyclin-D-interacting","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20147","g7237",200.077142857143,173.93,208.737142857143,177.196666666667,"scaffold_17",1922,"ABCF2_MOUSE","T1HZ13","ABC transporter","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20148","g7238",28.14,15.2066666666667,29.7257142857143,14.8883333333333,"scaffold_17",1045,"STC_DROME","A0A2J7QGA5",NA,"Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20149","g7239",41.8628571428571,19.9933333333333,43.7614285714286,22.14,"scaffold_17",1781,"STC_DROME","A0A158N8Z6","R3H domain,NF-X1 type zinc finger","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20150","g724",8.61428571428571,4.66333333333333,3.40285714285714,2.425,"scaffold_56",3519,NA,NA,"Creb binding","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20151","g7240",12.6185714285714,10.5033333333333,11.6528571428571,10.7616666666667,"scaffold_17",1804,NA,NA,"BTB And C-terminal Kelch,BTB/POZ domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20152","g7241",9.47285714285714,9.25,10.6442857142857,10.3833333333333,"scaffold_17",1735,NA,NA,"BTB And C-terminal Kelch,BTB/POZ domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20153","g7242",13.0428571428571,13.1516666666667,15.8471428571429,16.32,"scaffold_17",1699,NA,NA,"BTB And C-terminal Kelch,BTB/POZ domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20154","g7243",13.7614285714286,14.03,20.4385714285714,21.5083333333333,"scaffold_17",1729,NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20155","g7244",16.1814285714286,21.835,16.5557142857143,21.505,"scaffold_17",1723,NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20156","g7245",229.57,101.101666666667,253.424285714286,99.3766666666667,"scaffold_17",1356,NA,"T1HYW8","Coiled-coil domain-containing protein 50  N-terminus","Y",2133015,"A",-0.178589466439256,0,0,0,0,1
"20157","g7246",0,0,0,0,"scaffold_17",208,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20158","g7247",118.794285714286,153.796666666667,127.01,163.781666666667,"scaffold_17",449,NA,"A0A067R4B4","Ribosomal protein L20","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20159","g7248",345.018571428571,419.858333333333,343.488571428571,425.616666666667,"scaffold_17",294,"CH10_SCHJA","E0VRD9","Chaperonin 10 Kd subunit","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20160","g7249",27.5414285714286,30.7633333333333,34.1585714285714,37.1916666666667,"scaffold_17",854,NA,NA,"Nse4 C-terminal","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20161","g725",27.8314285714286,26.5816666666667,26.2,33.0483333333333,"scaffold_56",1044,NA,NA,"Creb binding","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20162","g7250",87.4885714285714,74.975,90.5042857142857,81.4533333333333,"scaffold_17",2255,"SSRP1_DROPS","R4FNX0","HMG (high mobility group) box,POB3-like N-terminal PH domain,Structure-specific recognition protein (SSRP1),Histone chaperone Rttp106-like","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20163","g7251",0.622857142857143,0.431666666666667,0.798571428571429,0.298333333333333,"scaffold_17",1014,"PTF1A_DANRE","A0A482XJE0","Helix-loop-helix DNA-binding domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20164","g7252",5.54,5.43,5.06,4.885,"scaffold_17",1326,"CCAPR_DROME","A0A482XM99","7 transmembrane receptor (rhodopsin family)","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20165","g7253",0.0485714285714286,0.055,0.0228571428571429,0.0333333333333333,"scaffold_17",1618,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20166","g7254",0,0,0,0.00666666666666667,"scaffold_17",983,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20167","g7255",0.00714285714285714,0,0.02,0,"scaffold_17",838,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20168","g7256",0,0,0,0,"scaffold_17",988,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20169","g7257",0,0,0,0,"scaffold_17",980,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20170","g7258",0,0.0133333333333333,0,0,"scaffold_17",800,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20171","g7259",0,0,0,0.00666666666666667,"scaffold_17",758,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20172","g726",0.0214285714285714,0.01,0.0757142857142857,0,"scaffold_56",617,NA,NA,NA,"N",1371732,"A",-0.143478900461072,NA,NA,NA,NA,NA
"20173","g7260",0,0,0.00285714285714286,0,"scaffold_17",1606,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20174","g7261",0,0,0,0,"scaffold_17",761,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20175","g7262",0,0,0,0,"scaffold_17",869,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20176","g7263",0.417142857142857,0.165,0.244285714285714,0.178333333333333,"scaffold_17",392,NA,NA,"7tm Chemosensory receptor","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20177","g7264",3.32571428571429,3.76166666666667,2.40285714285714,2.95333333333333,"scaffold_17",476,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20178","g7265",39.6742857142857,117.465,30.5214285714286,96.5533333333333,"scaffold_17",3790,"ASNS_CRIGR","A0A482X5N6","FERM adjacent (FA),FERM C-terminal PH-like domain,FERM central domain,Asparagine synthase,FERM N-terminal domain,Glutamine amidotransferase domain","Y",2133015,"A",-0.178589466439256,0,-1,0,0,-1
"20179","g7266",17.82,19.1983333333333,17.4385714285714,18.915,"scaffold_17",3708,"SCAP_MOUSE","A0A0L7RAN3","WD domain, G-beta repeat,Sterol-sensing domain of SREBP cleavage-activation","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20180","g7267",46.0271428571429,43.5883333333333,45.9657142857143,47.0683333333333,"scaffold_17",4812,"GGYF1_DROME","A0A195FYG7","GYF domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20181","g7268",5.42285714285714,4.37666666666667,5.89857142857143,5.53666666666667,"scaffold_17",481,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20182","g7269",4.55142857142857,22.7883333333333,1.97428571428571,19.36,"scaffold_17",1271,"CYSP3_HOMAM","A0A3B4C9I2","Papain family cysteine protease,Cathepsin propeptide inhibitor domain (I29)","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20183","g727",0,0,0,0,"scaffold_56",379,NA,NA,NA,"N",1371732,"A",-0.143478900461072,NA,NA,NA,NA,NA
"20184","g7270",0.637142857142857,1.275,0.638571428571429,0.525,"scaffold_17",1017,"CATL_SARPE","R4FQ93","Cathepsin propeptide inhibitor domain (I29),Papain family cysteine protease","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20185","g7271",7.70857142857143,47.2166666666667,3.01142857142857,41.77,"scaffold_17",972,"CATLL_FASHE","A0A3Q0KPV9","Cathepsin propeptide inhibitor domain (I29),Papain family cysteine protease","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20186","g7272",10.22,7.21833333333333,11.3914285714286,7.63333333333333,"scaffold_17",1197,"KCAB3_XENLA","A0A482WX40","Aldo/keto reductase family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20187","g7273",498.582857142857,2.92833333333333,623.961428571429,10.5683333333333,"scaffold_17",1667,"TCPE_RAT","A0A2J7RAN2","TCP-1/cpn60 chaperonin family","Y",2133015,"A",-0.178589466439256,0,1,1,0,1
"20188","g7274",171.748571428571,206.028333333333,174.442857142857,199.873333333333,"scaffold_17",1619,"TCPE_MACFA","A0A067RTG8","TCP-1/cpn60 chaperonin family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20189","g7275",31.2328571428571,26.8383333333333,31.0728571428571,30.2716666666667,"scaffold_17",796,"ZN771_HUMAN",NA,"Zinc finger, C2H2 type","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20190","g7276",40.9642857142857,28.5733333333333,41.8785714285714,28.5966666666667,"scaffold_17",809,"SDE2_DANRE","A0A139WFI2","Silencing defective 2 N-terminal ubiquitin domain","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20191","g7277",2.35285714285714,0.953333333333333,2.83142857142857,1.19833333333333,"scaffold_17",1687,"SC5AC_MOUSE","A0A2J7PCD1","Sodium:solute symporter family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20192","g7278",85.5642857142857,109.768333333333,74.47,98.8316666666667,"scaffold_17",1674,"5NTC_CHICK","A0A2J7PCP8","5' nucleotidase family","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20193","g7279",0.128571428571429,0.181666666666667,0.28,0.68,"scaffold_17",1270,"CORT_DROME","A0A482WPW9","WD domain, G-beta repeat","Y",2133015,"A",-0.178589466439256,0,0,-1,0,0
"20194","g728",0.0257142857142857,0.045,0,0,"scaffold_56",347,NA,NA,NA,"N",1371732,"A",-0.143478900461072,NA,NA,NA,NA,NA
"20195","g7280",17.6171428571429,15.1483333333333,17.8828571428571,15.6416666666667,"scaffold_17",1744,"RUMI_DROME","J9JQJ0","Glycosyl transferase family 90","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20196","g7281",217.052857142857,195.94,212.852857142857,198.081666666667,"scaffold_17",696,"PSA2_DROME","A0A482XK39","Proteasome subunit,Proteasome subunit A N-terminal signature","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20197","g7282",526.08,2137.99,185.181428571429,2268.36,"scaffold_17",2872,NA,NA,"GMC oxidoreductase","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20198","g7283",1412.36142857143,4076.98333333333,707.775714285714,4471.52833333333,"scaffold_17",2695,NA,NA,"GMC oxidoreductase","Y",2133015,"A",-0.178589466439256,0,0,-1,0,-1
"20199","g7284",80.2314285714286,170.926666666667,51.7657142857143,199.853333333333,"scaffold_17",5159,NA,"A0A151IVV0","GMC oxidoreductase","Y",2133015,"A",-0.178589466439256,0,0,0,0,-1
"20200","g7285",184.268571428571,120.825,153.564285714286,134.645,"scaffold_17",2077,NA,"A0A437BIZ7","GMC oxidoreductase","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20201","g7286",73.7285714285714,50.3583333333333,68.2414285714286,43.9116666666667,"scaffold_17",1641,"WAT_DROME","A0A067QUF0","Male sterility protein","Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20202","g7287",0,0,0.07,0,"scaffold_17",398,NA,NA,NA,"N",2133015,"A",-0.178589466439256,NA,NA,NA,NA,NA
"20203","g7288",1.01285714285714,1.26,0.584285714285714,0.288333333333333,"scaffold_17",1307,NA,"K7JSC3",NA,"Y",2133015,"A",-0.178589466439256,0,0,0,0,0
"20204","g7289",18.5128571428571,2.915,21.8642857142857,3.82666666666667,"scaffold_17",1390,"MSI2H_MOUSE","A0A3Q0JF58","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y",2133015,"A",-0.178589466439256,0,1,1,0,1
"20205","g729",0.06,0.111666666666667,0.111428571428571,0.0616666666666667,"scaffold_56",384,NA,NA,NA,"N",1371732,"A",-0.143478900461072,NA,NA,NA,NA,NA
"20206","g7290",0.72,0.286666666666667,0.388571428571429,0.426666666666667,"scaffold_17",267,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20207","g7291",199.72,20.5433333333333,211.652857142857,24.345,"scaffold_17",1745,"WDR76_XENLA","J9JNS1",NA,"Y",2133015,"A",-0.178589466439256,0,1,1,0,1
"20208","g7292",22.5014285714286,3.65833333333333,23.0185714285714,3.93833333333333,"scaffold_17",1629,"SNKY_DROME","A0A2A3EP22","DC-STAMP-like protein","Y",2133015,"A",-0.178589466439256,0,1,1,0,1
"20209","g7293",13.41,48.32,6.04571428571429,63.7033333333333,"scaffold_17",2464,NA,"A0A087ZVX2","GMC oxidoreductase","Y",2133015,"A",-0.178589466439256,0,-1,-1,0,-1
"20210","g7294",14.1114285714286,0.0766666666666667,12.8928571428571,0.305,"scaffold_17",637,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,1,1,0,1
"20211","g7295",1.88571428571429,2.205,1.82571428571429,4.51166666666667,"scaffold_17",288,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20212","g7296",3.50142857142857,4.23166666666667,2.93285714285714,8.195,"scaffold_17",2126,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,-1
"20213","g7297",0.727142857142857,1.755,0.454285714285714,3.80666666666667,"scaffold_17",2141,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,-1,0,-1
"20214","g7298",3.12,1.29,2.99428571428571,2.67,"scaffold_17",2240,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20215","g7299",0.351428571428571,1.02166666666667,0.314285714285714,2.995,"scaffold_17",2249,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,-1,0,-1
"20216","g73",0.44,0.255,0.105714285714286,0.315,"scaffold_415",242,NA,NA,NA,"N",302935,"A",-0.502380497430708,NA,NA,NA,NA,NA
"20217","g730",0,0.015,0,0,"scaffold_56",731,NA,NA,NA,"N",1371732,"A",-0.143478900461072,NA,NA,NA,NA,NA
"20218","g7300",1.02428571428571,2.48166666666667,0.632857142857143,6.78666666666667,"scaffold_17",1637,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,-1,0,-1
"20219","g7301",3.51428571428571,1.05666666666667,2.67714285714286,1.65833333333333,"scaffold_17",2063,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20220","g7302",10.42,1.54666666666667,10.4714285714286,3.68666666666667,"scaffold_17",2072,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,1,0,0,0
"20221","g7303",0.817142857142857,2.08666666666667,0.331428571428571,1.32666666666667,"scaffold_17",368,NA,NA,NA,"N",2133015,"A",-0.178589466439256,0,0,0,0,0
"20222","g7304",0.974285714285714,2.90166666666667,0.885714285714286,2.87833333333333,"scaffold_149",1511,NA,NA,NA,"N",892767,"A",-0.0260733349111462,0,0,0,0,0
"20223","g7305",40.1442857142857,44.255,47.4842857142857,59.76,"scaffold_149",1677,"NCKXH_DROME","A0A482X7A6","Sodium/calcium exchanger protein","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20224","g7306",44.8328571428571,49.595,44.9,48.2633333333333,"scaffold_149",887,"TTC1_BOVIN","D6X2V6","Tetratricopeptide repeat","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20225","g7307",2.02714285714286,1.58166666666667,2.74285714285714,3.16,"scaffold_149",1560,"NCKX5_HUMAN","A0A139WB83","Sodium/calcium exchanger protein","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20226","g7308",6.44428571428571,5.595,6.34428571428571,6.04166666666667,"scaffold_149",799,NA,NA,NA,"N",892767,"A",-0.0260733349111462,0,0,0,0,0
"20227","g7309",125.134285714286,100.88,119.454285714286,100.271666666667,"scaffold_149",968,"LMA2L_HUMAN","K7J8S0","Legume-like lectin family","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20228","g731",16.1271428571429,18.0266666666667,16.9542857142857,20.3733333333333,"scaffold_56",1136,"S35C2_HUMAN","R4G304","Triose-phosphate Transporter family","Y",1371732,"A",-0.143478900461072,0,0,0,0,0
"20229","g7310",33.2785714285714,43.7,31.8428571428571,45.3816666666667,"scaffold_149",1757,"GRK5_MOUSE","A0A2J7PI59","Protein kinase domain,Regulator of G protein signaling domain","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20230","g7311",37.9514285714286,31.73,39.7185714285714,33.83,"scaffold_149",1962,NA,"A0A482XPX5","Crk-Associated Substrate C-terminal domain,Serine rich protein interaction domain,SH3 domain","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20231","g7312",12.6228571428571,12.18,13.63,13.665,"scaffold_149",1453,NA,NA,"Predicted AAA-ATPase","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20232","g7313",28.9528571428571,17.7416666666667,30.49,18.4133333333333,"scaffold_149",965,"SQV3_CAEEL","A0A2J7PI40,E0VV01","N-terminal region of glycosyl transferase group 7,N-terminal domain of galactosyltransferase","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20233","g7314",23.7014285714286,46.2933333333333,23.8257142857143,55.4433333333333,"scaffold_149",1879,"TMM62_MOUSE","A0A067R532","Calcineurin-like phosphoesterase","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
"20234","g7315",20.5257142857143,26.9533333333333,17.5714285714286,24.4683333333333,"scaffold_149",1243,NA,"J9JV25","Sugar (and other) transporter","Y",892767,"A",-0.0260733349111462,0,0,0,0,0
