"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"14854","g17764",-0.191584969775307,5.65114461809242,0,1,1,"NS",1232,"scaffold_327","MAD_DROME","Q7Q8L8,A0A1I8PZA4","MH2 domain,MH1 domain","Y"
"14855","g17802",-0.0705901157893862,5.08770019407756,0,1,1,"NS",433,"scaffold_295","CNI_DROME","A0A482X1C0","Cornichon protein","Y"
"14856","g17813",0.020347865041261,5.58968130214774,0,1,1,"NS",1666,"scaffold_295","ARHGC_MOUSE","A0A151JPR7","RhoGEF domain,PH domain","Y"
"14857","g17817",-0.00698459935380225,6.07706811730132,0,1,1,"NS",1903,"scaffold_295",NA,"A0A2J7QCN0",NA,"Y"
"14858","g17818",0.0092236504052563,5.28631484256459,0,1,1,"NS",1395,"scaffold_295","NXF1_RAT","A0A2J7R106","Tap, RNA-binding,TAP C-terminal domain","Y"
"14859","g17825",0.228901027629735,6.1832715764276,0,1,1,"NS",828,"scaffold_404",NA,NA,NA,"N"
"14860","g17826",-0.0293080296622614,6.68961840710592,0,1,1,"NS",1129,"scaffold_404","SAE1_BOVIN","A0A401RNN6","ThiF family","Y"
"14861","g1789",-0.0931585884641537,6.21786421617844,0,1,1,"NS",2761,"scaffold_330","KSR2_HUMAN","A0A067R892","Protein tyrosine kinase,SAM like domain present in kinase suppressor RAS 1,Phorbol esters/diacylglycerol binding domain (C1 domain)","Y"
"14862","g17895",0.0129972617028375,4.32608143883905,0,1,1,"NS",959,"scaffold_331","FUCT1_NEMVE","A0A067QUH2","Triose-phosphate Transporter family","Y"
"14863","g17896",-0.19232715521247,5.18636686853873,0,1,1,"NS",1621,"scaffold_331",NA,NA,"NF-kappa-B essential modulator NEMO,Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator","Y"
"14864","g17897",0.0589317120468626,5.84699362946966,0,1,1,"NS",2839,"scaffold_331","INT4_HUMAN","A0A2J7PTS3",NA,"Y"
"14865","g17898",-0.217794753164895,4.8303410047132,0,1,1,"NS",2223,"scaffold_331","TBK1_XENLA","A0A1S4EFY0","TANK-binding kinase 1 coiled-coil domain 1,Protein kinase domain,TANK binding kinase 1 ubiquitin-like domain","Y"
"14866","g1790",0.212811879815039,5.91730852746577,0,1,1,"NS",1156,"scaffold_330","CHKB_MOUSE","J9KAU3","Choline/ethanolamine kinase","Y"
"14867","g17910",-0.128250196765203,5.35245106261397,0,1,1,"NS",1410,"scaffold_429",NA,"A0A482XH12","HMG-box domain","Y"
"14868","g17958",-0.263017810824807,5.73479420069856,0,1,1,"NS",3637,"scaffold_226","RPRD2_HUMAN","A0A2J7QM90","RNA polymerase II-binding domain.","Y"
"14869","g17969",0.0502194521292116,6.19384349084368,0,1,1,"NS",3700,"scaffold_226","GNAI_HOMAM","J9K562","Neurotransmitter-gated ion-channel ligand binding domain,Neurotransmitter-gated ion-channel transmembrane region,G-protein alpha subunit,DnaJ domain","Y"
"14870","g17980",-0.148741628218202,6.4700135896485,0,1,1,"NS",810,"scaffold_457","PSMD8_PONAB","A0A2P8XL95","CSN8/PSMD8/EIF3K family","Y"
"14871","g1805",-0.381384208469,5.85719559368167,0,1,1,"NS",2674,"scaffold_330","CL16A_DROME","A0A482XTZ8","Uncharacterised conserved protein","Y"
"14872","g18052",0.191376251977717,5.63328459380929,0,1,1,"NS",960,"scaffold_217",NA,"A0A067QXZ5",NA,"Y"
"14873","g18055",-0.0590517313222838,5.5078023483834,0,1,1,"NS",2165,"scaffold_217",NA,"A0A482WVF4","Variant SH3 domain","Y"
"14874","g18059",-0.134827829434498,5.83923868257509,0,1,1,"NS",1557,"scaffold_217","RHG15_BOVIN","A0A2J7RS15","RhoGAP domain,PH domain","Y"
"14875","g18065",-0.134551850922123,6.36529102633207,0,1,1,"NS",998,"scaffold_217","SIN3A_HUMAN,SIN3A_MOUSE","A0A154PS39,A0A0L7R406","C-terminal domain of Sin3a protein,Paired amphipathic helix repeat,Sin3 family co-repressor","Y"
"14876","g18067",0.071661057464552,6.6159841279353,0,1,1,"NS",917,"scaffold_217","SEC13_HUMAN","A0A067R3P9","WD domain, G-beta repeat","Y"
"14877","g18086",0.0170910428943953,5.75884434228943,0,1,1,"NS",1775,"scaffold_286","CDC5L_HUMAN","E0VUH8","pre-mRNA splicing factor component,Myb-like DNA-binding domain","Y"
"14878","g18105",0.00337827797604451,7.38516950277139,0,1,1,"NS",2003,"scaffold_286","ACOX1_DROME","A0A2J7PF41","Acyl-CoA oxidase,Acyl-CoA dehydrogenase, middle domain,Acyl-coenzyme A oxidase N-terminal","Y"
"14879","g1811",0.25074927246053,6.36556069163825,0,1,1,"NS",3103,"scaffold_330","IRE1_CAEEL","A0A2J7QD78","Ribonuclease 2-5A,Protein kinase domain","Y"
"14880","g18113",0.0555572738893222,5.83657270287588,0,1,1,"NS",3043,"scaffold_286","MCF2L_HUMAN","A0A2J7Q864","PH domain,RhoGEF domain,SH3 domain,Divergent CRAL/TRIO domain","Y"
"14881","g18143",-0.21330856927514,6.6253861128239,0,1,1,"NS",3708,"scaffold_450","CLASR_BOVIN","J9K405","Alternative splicing regulator","Y"
"14882","g18144",0.100654817303935,5.51346659323482,0,1,1,"NS",2483,"scaffold_450","VPS16_HUMAN","A0A067RW40","Vps16, N-terminal region,Vps16, C-terminal region","Y"
"14883","g18164",-0.198557345468608,6.39937251137468,0,1,1,"NS",586,"scaffold_357","SQH_DROME","A0A1S4EID2","EF-hand domain","Y"
"14884","g18165",-0.0881352255962025,7.38097920273271,0,1,1,"NS",2473,"scaffold_357","SF3A1_MOUSE","A0A154NWS3","Pre-mRNA splicing factor PRP21 like protein,Ubiquitin family,Surp module","Y"
"14885","g18167",-0.0443522690019558,6.68628486280693,0,1,1,"NS",3802,"scaffold_357","WDR36_HUMAN","A0A067RF02","WD domain, G-beta repeat,Utp21 specific WD40 associated putative domain","Y"
"14886","g18168",-0.0962632048138428,8.32725516636434,0,1,1,"NS",2295,"scaffold_357",NA,NA,"SKICH domain","Y"
"14887","g18170",0.230861107996335,5.88885930313396,0,1,1,"NS",1773,"scaffold_357","SMAD4_MOUSE","A0A1W4X564","MH2 domain,MH1 domain","Y"
"14888","g18172",-0.100902063874,5.42503735456308,0,1,1,"NS",2265,"scaffold_357","SYK_CRIGR","A0A482XJE7","tRNA synthetases class II (D, K and N),OB-fold nucleic acid binding domain,Zinc finger, C2H2 type","Y"
"14889","g18183",-0.120763678100746,9.38988317807622,0,1,1,"NS",3202,"scaffold_78","UBA1_BOVIN","A0A482WM87","Ubiquitin-activating enzyme active site,Ubiquitin-activating enzyme E1 FCCH domain,ThiF family,Ubiquitin fold domain,Ubiquitin-activating enzyme E1 four-helix bundle","Y"
"14890","g18187",-0.0268716041376953,4.88433504539624,0,1,1,"NS",620,"scaffold_78","RM21_MOUSE","T1I3K3","Ribosomal prokaryotic L21 protein","Y"
"14891","g18210",0.3259841075431,7.9584532157315,0,1,1,"NS",1466,"scaffold_78","EFTU_HUMAN","D6X0G1","Elongation factor Tu domain 2,Elongation factor Tu C-terminal domain,Elongation factor Tu GTP binding domain","Y"
"14892","g1825",0.0854327423414265,5.16962155298762,0,1,1,"NS",643,"scaffold_229","COQ7_MOUSE","A0A482WZD5","Ubiquinone biosynthesis protein COQ7","Y"
"14893","g1826",0.0565782273175595,6.91360853010304,0,1,1,"NS",1196,"scaffold_229","TIAR_HUMAN","A0A2P8XNW9","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"14894","g18286",-0.0929897442625203,7.50989856155276,0,1,1,"NS",4627,"scaffold_250","Y9776_DROME","A0A482WVW0",NA,"Y"
"14895","g1832",0.0916000581805756,5.68438451845763,0,1,1,"NS",1153,"scaffold_229",NA,"J9K1Z9","PPR repeat","Y"
"14896","g18352",-0.108930402693767,5.89576549968126,0,1,1,"NS",2362,"scaffold_755","CEBPZ_MOUSE","J9JUY2","CBF/Mak21 family","Y"
"14897","g1836",-0.0816794337428739,5.46167059979929,0,1,1,"NS",2174,"scaffold_229","NAA35_PONAB","A0A482XH71","Mak10 subunit, NatC N(alpha)-terminal acetyltransferase","Y"
"14898","g18365",0.14488350187712,7.22555482617341,0,1,1,"NS",3299,"scaffold_427","S11IP_CHICK","A0A195CVN6",NA,"Y"
"14899","g18368",-0.0677906885211303,7.1394691563312,0,1,1,"NS",2083,"scaffold_427","FUBP1_HUMAN","F4WQ16","Domain of unknown function (DUF1897),KH domain","Y"
"14900","g1841",0.132027719682323,6.4642516861172,0,1,1,"NS",2649,"scaffold_229","TNPO1_HUMAN","A0A067QQE4","HEAT repeat,Importin-beta N-terminal domain,HEAT-like repeat","Y"
"14901","g18410",0.0840888606625336,6.24343478407173,0,1,1,"NS",3037,"scaffold_468","NAA25_MOUSE","A0A2J7RM85","N-acetyltransferase B complex (NatB) non catalytic subunit","Y"
"14902","g18435",-0.193790193540439,4.74719289671472,0,1,1,"NS",1306,"scaffold_387","AN13C_MOUSE","A0A067R3V7","GPCR-chaperone,Ankyrin repeats (3 copies)","Y"
"14903","g18437",-0.317697152494754,6.19301086249122,0,1,1,"NS",1369,"scaffold_387","CRBN_MOUSE","A0A2J7RNW6","ATP-dependent protease La (LON) substrate-binding domain,Yippee zinc-binding/DNA-binding /Mis18, centromere assembly","Y"
"14904","g1844",-0.0925968254824348,5.98388446861283,0,1,1,"NS",1034,"scaffold_229",NA,"J9JJE9","ZIP Zinc transporter","Y"
"14905","g1845",-0.0449006208817311,5.47805991023817,0,1,1,"NS",876,"scaffold_229",NA,"A0A067RFI4",NA,"Y"
"14906","g1850",0.0802494265210161,4.98472263274277,0,1,1,"NS",719,"scaffold_229","CLPP_MOUSE","A0A067RHF4","Clp protease","Y"
"14907","g18534",0.254195070233154,6.66061104810783,0,1,1,"NS",625,"scaffold_498","RAB7_EPICO","K7IQZ8","Ras family","Y"
"14908","g18535",-0.0914734896788501,6.96757995225624,0,1,1,"NS",941,"scaffold_498",NA,"A0A067QSX2","Immunoglobulin I-set domain","Y"
"14909","g18539",-0.238437841233071,6.51777077713143,0,1,1,"NS",2858,"scaffold_498","SNX14_PONAB","A0A482WG16","Regulator of G protein signaling domain,PXA domain","Y"
"14910","g18540",-0.30866384288016,6.68674685664439,0,1,1,"NS",1297,"scaffold_498","TAD2B_DROME","A0A2J7R553","Myb-like DNA-binding domain,Zinc finger, ZZ type","Y"
"14911","g18545",-0.0294253139004024,5.07650003907721,0,1,1,"NS",2179,"scaffold_498",NA,NA,NA,"N"
"14912","g18560",-0.0568869428482506,6.13023876048282,0,1,1,"NS",1519,"scaffold_312","SMU1_CHICK","E2ALM2","Anaphase-promoting complex subunit 4 WD40 domain,WD domain, G-beta repeat,LisH-like dimerisation domain","Y"
"14913","g1858",0.155797490679198,7.08192090812028,0,1,1,"NS",1664,"scaffold_229","ZN593_XENTR","A0A3S2NLL5","Zinc-finger double-stranded RNA-binding","Y"
"14914","g18584",0.195922496270567,4.61893836259853,0,1,1,"NS",1306,"scaffold_240","MFS12_HUMAN","E2AJ53","MFS/sugar transport protein","Y"
"14915","g1859",-0.397494824445278,6.84876222435913,0,1,1,"NS",2389,"scaffold_229","GGNB2_CHICK","A0A3Q0IT11",NA,"Y"
"14916","g18597",0.204052127504513,5.00854420405575,0,1,1,"NS",907,"scaffold_240","AIMP1_CRIGR","A0A067RHX3","Putative tRNA binding domain","Y"
"14917","g18613",-0.268408533050162,6.08563425963039,0,1,1,"NS",4378,"scaffold_240","C2CD5_HUMAN","J9JLL8","C2 domain","Y"
"14918","g18703",-0.194142829397944,7.12461393780014,0,1,1,"NS",1251,"scaffold_279","CCNL2_RAT","K7J2V5,F5HMJ3","Cyclin, C-terminal domain,Cyclin, N-terminal domain","Y"
"14919","g18711",0.207863125534812,7.6905251390843,0,1,1,"NS",3811,"scaffold_279","SC31A_DANRE","A0A139WE36","WD domain, G-beta repeat","Y"
"14920","g18712",0.0236079335463835,5.4323368636502,0,1,1,"NS",1242,"scaffold_279","WBP11_DANRE","A0A482XFT2","WW domain binding protein 11","Y"
"14921","g1877",0.129677631024641,5.64256344920187,0,1,1,"NS",1434,"scaffold_620","T161B_MOUSE","A0A2J7RAJ4","Predicted transmembrane protein 161AB","Y"
"14922","g18817",-0.0991960309821547,4.71550098515317,0,1,1,"NS",646,"scaffold_558","MOB1_DROME","E2C8F5","Mob1/phocein family","Y"
"14923","g18838",0.0350203251145649,6.69033050038513,0,1,1,"NS",918,"scaffold_487",NA,NA,NA,"N"
"14924","g18903",-0.0489110870443454,5.27162168303989,0,1,1,"NS",1219,"scaffold_144","SNX4_BOVIN","A0A482XPP7","PX domain","Y"
"14925","g18912",0.153358029978418,5.92076030790438,0,1,1,"NS",652,"scaffold_144","CHMP5_DROME","A0A154PNF8","Snf7","Y"
"14926","g18913",0.201383189366649,5.93300475891231,0,1,1,"NS",860,"scaffold_144","TMED7_RAT","K7JAS9","emp24/gp25L/p24 family/GOLD","Y"
"14927","g18922",-0.124531911551015,5.4753874709863,0,1,1,"NS",1495,"scaffold_144","MARH8_MOUSE","J9JT55","RING-variant domain","Y"
"14928","g18946",0.0133431016727705,5.62690192998857,0,1,1,"NS",2417,"scaffold_465","EFR3_DROME","A0A067R5J2",NA,"Y"
"14929","g18947",0.0515767366355266,4.56447220047756,0,1,1,"NS",1313,"scaffold_465","COQ6_XENTR","J9K1P9","FAD binding domain","Y"
"14930","g18960",0.273397394424017,5.71250253534391,0,1,1,"NS",1781,"scaffold_163","NOL9_DROME","A0A2J7REF4","mRNA cleavage and polyadenylation factor CLP1 P-loop","Y"
"14931","g19001",-0.229889402085024,5.78338958552857,0,1,1,"NS",1131,"scaffold_234","ATG4B_XENLA","A0A482XF26","Peptidase family C54","Y"
"14932","g19013",-0.20579855080975,5.42915145254296,0,1,1,"NS",1722,"scaffold_234","LRCH_DROME","J9K8S2,A0A154PHM4","Leucine rich repeat,Leucine Rich repeat,Calponin homology (CH) domain","Y"
"14933","g19031",0.0833801004007997,7.08046376569843,0,1,1,"NS",1075,"scaffold_234","DJSHV_DROME","E0VF38","DnaJ domain,DnaJ C terminal domain","Y"
"14934","g1904",-0.029742592922771,6.32186883278595,0,1,1,"NS",1330,"scaffold_245","FAF2B_XENLA","A0A482WNS5","UBX domain,UBA-like domain","Y"
"14935","g19051",0.133590956395505,7.87590720620721,0,1,1,"NS",3583,"scaffold_426","SF3B3_HUMAN","A0A2J7PDD4","CPSF A subunit region,Mono-functional DNA-alkylating methyl methanesulfonate N-term","Y"
"14936","g19053",0.0534159790123097,5.73765832763408,0,1,1,"NS",1208,"scaffold_426",NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y"
"14937","g19070",-0.129561797405854,5.44138344227036,0,1,1,"NS",637,"scaffold_38","LSM12_CHICK","K7IRS4","Anticodon-binding domain","Y"
"14938","g19101",-0.138198149117618,5.95178531188932,0,1,1,"NS",951,"scaffold_38",NA,"J9KAC7","BSD domain","Y"
"14939","g19115",0.0025985974334688,5.73561594146057,0,1,1,"NS",726,"scaffold_38","DHB8_HUMAN","J9K306","Enoyl-(Acyl carrier protein) reductase","Y"
"14940","g1913",0.0423258857414792,4.46274777615131,0,1,1,"NS",1044,"scaffold_245","FRU_DROME","A0A1S3D6J3,D6W9F8","BTB/POZ domain","Y"
"14941","g19210",-0.13225867331494,7.5717274817502,0,1,1,"NS",802,"scaffold_305","AN32A_DROME","A0A0Q9W4Y8","Leucine-rich repeat","Y"
"14942","g19211",-0.170433031690629,6.10557648982643,0,1,1,"NS",3230,"scaffold_305","ABI2_MOUSE","A0A2J7QIQ7","MULE transposase domain,Abl-interactor HHR,Variant SH3 domain","Y"
"14943","g19234",0.0107262321661663,5.57149518905659,0,1,1,"NS",1805,"scaffold_421","PRP17_HUMAN","A0A026WYQ6","WD domain, G-beta repeat","Y"
"14944","g19251",-0.0996835470751405,8.02050034223126,0,1,1,"NS",5560,"scaffold_18","CHD1_DROME","A0A067RA71","Domain of unknown function (DUF4208),Chromo (CHRromatin Organisation MOdifier) domain,SNF2 family N-terminal domain,Helicase conserved C-terminal domain,CDH1/2 SANT-Helical linker 1","Y"
"14945","g19305",-0.164507818701475,5.67352539033854,0,1,1,"NS",1166,"scaffold_18","TYY1_HUMAN","F4W8I3","Zinc finger, C2H2 type","Y"
"14946","g19331",0.296688626397969,7.28000053676849,0,1,1,"NS",2101,"scaffold_292","P66A_HUMAN","T1HTB7","Coiled-coil and interaction region of P66A and P66B with MBD2","Y"
"14947","g19343",0.170814510972608,5.66611940288108,0,1,1,"NS",1166,"scaffold_292","ECSIT_DROME","J9K9S4","C-terminal domain of the ECSIT protein,Evolutionarily conserved signalling intermediate in Toll pathway","Y"
"14948","g19351",-0.0767139617488652,6.67745443780484,0,1,1,"NS",1093,"scaffold_292","SIR2_DANRE","A0A2J7PDE6","Sir2 family","Y"
"14949","g19360",-0.090830373079366,5.08457691638392,0,1,1,"NS",575,"scaffold_7",NA,NA,"Ribosomal protein L36","Y"
"14950","g19361",0.087118006779904,7.01275680079315,0,1,1,"NS",1159,"scaffold_7","ZC3HF_DROPS","A0A482X142","Zinc finger C-x8-C-x5-C-x3-H type (and similar),DRG Family Regulatory Proteins, Tma46","Y"
"14951","g19376",-0.16925482107068,5.83828998288855,0,1,1,"NS",2547,"scaffold_7","DPP9_HUMAN","A0A067RF77","Dipeptidyl peptidase IV (DPP IV) N-terminal region,Prolyl oligopeptidase family","Y"
"14952","g19383",-0.168384133894985,7.93427483224165,0,1,1,"NS",2004,"scaffold_7",NA,NA,NA,"N"
"14953","g19413",-0.0689628572105443,6.49004761041087,0,1,1,"NS",3247,"scaffold_7","GSLG1_CHICK","A0A2J7RB29","Cysteine rich repeat","Y"
"14954","g19420",-0.174025662610433,5.6732027984591,0,1,1,"NS",2646,"scaffold_7","FAN_HUMAN","A0A1S4EBL2","Beige/BEACH domain,WD domain, G-beta repeat","Y"
"14955","g19423",0.251143707864413,6.55273049860281,0,1,1,"NS",2878,"scaffold_7","SUDX_DROME","A0A2J7RFZ3","C2 domain,HECT-domain (ubiquitin-transferase),WW domain","Y"
"14956","g19444",-0.0858140001314407,6.78344576734022,0,1,1,"NS",5165,"scaffold_7","SETD2_MOUSE","F4WGJ7","WW domain,AWS domain,SET domain,SRI (Set2 Rpb1 interacting) domain","Y"
"14957","g19448",-0.0826207986739744,5.53785895227436,0,1,1,"NS",1155,"scaffold_7","TFDP1_HUMAN","A0A232EN25","Transcription factor DP,E2F/DP family winged-helix DNA-binding domain","Y"
"14958","g19532",-0.0849502267402524,5.46783632817859,0,1,1,"NS",602,"scaffold_7","SELT_HUMAN","A0A482X501","Rdx family","Y"
"14959","g19540",0.119230732070668,6.36384240917971,0,1,1,"NS",1846,"scaffold_7","SLY1_DROME","A0A2J7RNS8","Sec1 family","Y"
"14960","g19549",-0.051402902971966,4.2723703663866,0,1,1,"NS",1145,"scaffold_7","BRN_DROME","A0A067QRS1","Galactosyltransferase","Y"
"14961","g19590",0.186636811719397,5.05955912345827,0,1,1,"NS",1566,"scaffold_233","COASY_HUMAN","E2BI82","Dephospho-CoA kinase,Cytidylyltransferase-like","Y"
"14962","g19623",-0.147184400152019,4.68935419354973,0,1,1,"NS",4992,"scaffold_233",NA,NA,"Helix-loop-helix DNA-binding domain","Y"
"14963","g19625",0.185265847997311,6.54753664830564,0,1,1,"NS",665,"scaffold_233","SDF2_MOUSE","A0A067QWG5","MIR domain","Y"
"14964","g19737",0.0818095537801353,6.99620208081606,0,1,1,"NS",765,"scaffold_280","CSK2B_XENLA","A0A1W4XIR6","Casein kinase II regulatory subunit","Y"
"14965","g19748",-0.100721080804394,5.90518964673339,0,1,1,"NS",1931,"scaffold_280","G2E3_MOUSE","A0A067R806","PHD-like zinc-binding domain","Y"
"14966","g19750",0.211540595793521,7.05844431322015,0,1,1,"NS",2307,"scaffold_280","RABL6_HUMAN","A0A1W4XIH6","Methyltransferase domain,Ras family,Ras of Complex, Roc, domain of DAPkinase","Y"
"14967","g19755",-0.0990011898980248,6.58834775327623,0,1,1,"NS",3025,"scaffold_280","SMG7_MOUSE","A0A2J7RQ46","Est1 DNA/RNA binding domain,Telomerase activating protein Est1","Y"
"14968","g19796",-0.0191887481025068,7.93864220613613,0,1,1,"NS",818,"scaffold_60","SRR55_DROME","D6W6T8,A0A2J7PKQ3","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"14969","g19905",0.175876923776387,5.88310370420255,0,1,1,"NS",1109,"scaffold_1904","RT29_MOUSE","J9JR52","Mitochondrial ribosomal death-associated protein 3","Y"
"14970","g19916",0.265947673055428,6.19830462203205,0,1,1,"NS",956,"scaffold_236","PP1B_XENTR","T1HE80","Calcineurin-like phosphoesterase,Serine-threonine protein phosphatase N-terminal domain","Y"
"14971","g19925",-0.141185863139844,6.51054530809343,0,1,1,"NS",1993,"scaffold_236","ZN429_HUMAN","A0A482XGW6","Zinc finger, C2H2 type","Y"
"14972","g19955",0.0723348517097708,6.19304916314569,0,1,1,"NS",631,"scaffold_236","ERD2_DROME","R4G5A6","ER lumen protein retaining receptor","Y"
"14973","g19959",0.0551541084381624,4.40299001626131,0,1,1,"NS",1206,"scaffold_236","TBC20_MOUSE","A0A2J7QCU1","Rab-GTPase-TBC domain","Y"
"14974","g19960",-0.188014620472662,5.6196691019288,0,1,1,"NS",985,"scaffold_236","DCNL3_XENTR","A0A2A4JSH4","Cullin binding","Y"
"14975","g19992",0.0803787383654324,7.17001466581028,0,1,1,"NS",5764,"scaffold_511","NU205_HUMAN","A0A482X4X8","Nuclear pore complex scaffold, nucleoporins 186/192/205","Y"
"14976","g20",0.256083333813388,5.73215775365834,0,1,1,"NS",896,"scaffold_93","ARPC2_ANOGA","A0A2J7QZT0","Arp2/3 complex, 34 kD subunit p34-Arc","Y"
"14977","g20126",-0.111024695853072,5.91685531893284,0,1,1,"NS",1200,"scaffold_333","RT4I1_DANRE","A0A067RAJ0","Zinc-binding dehydrogenase,Alcohol dehydrogenase GroES-like domain","Y"
"14978","g20133",-0.144556461408214,5.77361634965766,0,1,1,"NS",1270,"scaffold_333","RANB3_MACFA","A0A482W5L5","RanBP1 domain","Y"
"14979","g20139",0.0732795892868827,6.09025152389519,0,1,1,"NS",1714,"scaffold_333",NA,NA,NA,"N"
"14980","g20143",-0.172622856373118,4.8413112510625,0,1,1,"NS",1506,"scaffold_333",NA,"A0A2J7Q6J1","Vacuolar sorting protein 9 (VPS9) domain","Y"
"14981","g20154",0.0820218727262354,8.41987882764543,0,1,1,"NS",1523,"scaffold_333","GALE_BOVIN","A0A2J7R5I7","Ribosomal protein L11, N-terminal domain,Ribosomal protein L11, RNA binding domain,GDP-mannose 4,6 dehydratase","Y"
"14982","g2020",-0.043261113399355,6.05646547245634,0,1,1,"NS",1987,"scaffold_126","NITO_DROME","D6WRT8","SPOC domain,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"14983","g2023",-0.0646177024994623,5.37113964896652,0,1,1,"NS",1823,"scaffold_126","DGCR8_BOVIN","A0A1W4XC54","Double-stranded RNA binding motif","Y"
"14984","g20235",-0.023518680264206,7.70605909999771,0,1,1,"NS",2356,"scaffold_71",NA,"A0A482X6I2",NA,"Y"
"14985","g2024",-0.010409539803355,7.17190383590689,0,1,1,"NS",945,"scaffold_126","IF4H_MOUSE","A0A026W744","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"14986","g20251",-0.0776772514871942,5.6853712978843,0,1,1,"NS",1767,"scaffold_71","GLT35_DROME","A0A482WQC6","Glycosyl transferase family 2,Ricin-type beta-trefoil lectin domain","Y"
"14987","g20252",0.0250764256808944,5.82707718785489,0,1,1,"NS",2066,"scaffold_71","NUP58_DROME",NA,"Nucleoporin FG repeated region","Y"
"14988","g2027",-0.0109254768049531,5.46639351294056,0,1,1,"NS",458,"scaffold_126","UBC10_DROME","A0A3S2M3U7","Ubiquitin-conjugating enzyme","Y"
"14989","g20313",-0.0853081829284408,6.90998769487477,0,1,1,"NS",3198,"scaffold_129","BRE1_DROME","E2BWV7","Zinc finger, C3HC4 type (RING finger)","Y"
"14990","g20314",-0.0757130031252675,5.68270004962818,0,1,1,"NS",3454,"scaffold_129","WASC5_DANRE","A0A067QIX2","Hereditary spastic paraplegia protein strumpellin","Y"
"14991","g2032",0.105735527490683,6.07668157039162,0,1,1,"NS",495,"scaffold_126","TMED_NEMVE","A0A2P8ZJP6","emp24/gp25L/p24 family/GOLD","Y"
"14992","g20321",-0.202955139799471,5.35845860727003,0,1,1,"NS",2782,"scaffold_129","VPS50_HUMAN","T1I9U5","Vacuolar-sorting protein 54, of GARP complex,Protein of unknown function C-terminus (DUF2451)","Y"
"14993","g20331",0.0590043818544244,7.82618546918103,0,1,1,"NS",681,"scaffold_129","RTN3_XENTR,RTN1A_XENLA","A0A154PP92","Reticulon","Y"
"14994","g2034",0.268290803111475,6.64818857902972,0,1,1,"NS",1599,"scaffold_126","EHD1_PONAB","A0A2J7R596","Domain of unknown function (DUF5600),N-terminal EH-domain containing protein,Cytoskeletal-regulatory complex EF hand,Dynamin family","Y"
"14995","g20371",-0.0456834162707196,8.59702966438563,0,1,1,"NS",4048,"scaffold_129",NA,"J9JUD9","Myb-like DNA-binding domain","Y"
"14996","g20372",-0.114594118135487,4.99019029683277,0,1,1,"NS",1072,"scaffold_129","NSRP1_HUMAN","R4FP02","Coiled-coil domain-containing protein 55 (DUF2040)","Y"
"14997","g20397",-0.0406726708374325,4.54054778016413,0,1,1,"NS",1443,"scaffold_164","SNX13_HUMAN","A0A067QL85","PX domain,Sorting nexin C terminal","Y"
"14998","g20402",0.0765058958322724,6.05197752645998,0,1,1,"NS",2853,"scaffold_164","MIB2_CHICK","A0A067QYT2","Zinc finger, ZZ type,Mib_herc2,Mind bomb SH3 repeat domain,Zinc finger, C3HC4 type (RING finger),Ankyrin repeats (many copies),Ankyrin repeats (3 copies)","Y"
"14999","g20433",-0.00752552853328581,6.52722095021247,0,1,1,"NS",2270,"scaffold_585","KS6A1_RAT","A0A482WGP5","Protein kinase domain,Protein kinase C terminal domain","Y"
"15000","g20483",0.0386765969115661,7.60753926118034,0,1,1,"NS",4304,"scaffold_288","BRM_DROME","T1I1W1","HSA,Snf2-ATP coupling, chromatin remodelling complex,Bromodomain,BRK domain,QLQ,SNF2 family N-terminal domain,Helicase conserved C-terminal domain","Y"
"15001","g20488",0.0662780696422871,5.29320011675444,0,1,1,"NS",1415,"scaffold_288","CCZ1_NEMVE","A0A067R0N2","Fungal domain of unknown function (DUF1712)","Y"
"15002","g20501",-0.178374563121611,7.44394464530517,0,1,1,"NS",2213,"scaffold_113","NCDN_DROME","A0A2J7R6U3","Neurochondrin","Y"
"15003","g20503",-0.153378803618154,4.58942340331546,0,1,1,"NS",2216,"scaffold_113","CUL1_MOUSE","A0A067R1K7","Cullin protein neddylation domain,Cullin family","Y"
"15004","g2051",0.0122611942889428,6.49801596821556,0,1,1,"NS",4598,"scaffold_126","UBP32_HUMAN","X1XTT4","DUSP domain,Ubiquitin carboxyl-terminal hydrolase,EF-hand domain pair,Ubiquitin-like domain","Y"
"15005","g2052",0.0526214133905532,5.75042291751956,0,1,1,"NS",1620,"scaffold_126","PIGS_HUMAN","J9K0E0","Phosphatidylinositol-glycan biosynthesis class S protein","Y"
"15006","g20523",0.0376770562876709,7.37638338326748,0,1,1,"NS",1783,"scaffold_113","SYVNB_XENLA","A0A482XBT7","Ring finger domain","Y"
"15007","g20528",-0.0520721797484107,7.64400353322611,0,1,1,"NS",6219,"scaffold_113","ATG2B_HUMAN","A0A2J7PZ47","Autophagy-related protein C terminal domain,Vacuolar-sorting-associated 13 protein C-terminal,Autophagy-related protein 2 CAD motif,N-terminal region of Chorein or VPS13","Y"
