gene	logFC	AveExpr	t	P.Value	adj.P.Val	de	seq.x	b.status.final	gene_len	seq.y	blast	diamond	pfam_acc	pfam_descr	ipr_acc	ipr_descr	GO	anno
g1128	2.63467209302776	5.11027986606442	3.90187820822675	0.000306220319862839	0.00962117617155138	BM up	scaffold_605	A	2789	scaffold_605	NA	A0A2J7PQL3	PF00621	RhoGEF domain	IPR000219	Dbl homology (DH) domain	GO:0005089;GO:0035023	Y
g4226	2.6228075521257	-4.33162760448051	4.43570970630796	7.58505002009379e-05	0.00330196418465095	BM up	scaffold_28	A	3206	scaffold_28	POLX_TOBAC	A0A0J7K6U3	PF14223;PF07727;PF00665	gag-polypeptide of LTR copia-type; Reverse transcriptase (RNA-dependent DNA polymerase); Integrase core domain	IPR013103;IPR001584	Reverse transcriptase, RNA-dependent DNA polymerase; Integrase, catalytic core	GO:0015074	Y
g18842	2.60522140940623	-3.51076316081071	3.81266611175153	0.000385690866256609	0.0116325395489013	BM up	scaffold_487	A	3193	scaffold_487	NA	A0A3Q0JHJ8	PF10551	MULE transposase domain	IPR018289	MULE transposase domain	NA	Y
g23625	2.58862001999846	2.60647397719621	3.34284444828398	0.00127911149789319	0.0295882564928787	BM up	scaffold_497	A	1584	scaffold_497	MYRO1_BREBR	A0A067RC84	PF00232	Glycosyl hydrolase family 1	IPR001360	Glycoside hydrolase family 1	GO:0004553;GO:0005975	Y
g18969	2.57614196011183	2.79601891055595	3.45404513886151	0.000965868887842039	0.0239689386370251	BM up	scaffold_163	A	1305	scaffold_163	PCBP3_HUMAN,PCBP3_MOUSE	A0A2A3E5Y9,A0A2J7QDL2	PF00013	KH domain	IPR004088	K Homology domain, type 1	GO:0003723	Y
g12723	2.57549135502622	-2.01864572244074	4.02503155076314	0.00022222890805532	0.00750427561294843	BM up	scaffold_316	A	1103	scaffold_316	LACH_DROME	T1PFT8	PF13927;PF07686	Immunoglobulin domain; Immunoglobulin V-set domain	IPR013106	Immunoglobulin V-set domain	NA	Y
g17482	2.57244194549816	0.582864140757662	4.24927389012397	0.00012368985902029	0.00484724727345022	BM up	scaffold_41	A	1371	scaffold_41	NA	A0A482WZU5	PF02949	7tm Odorant receptor	IPR004117	Olfactory receptor, insect	GO:0004984;GO:0005549;GO:0007608;GO:0016020	Y
g6004	2.56445339324843	-0.465782148008623	3.33788576911055	0.00129464712191981	0.0298711301463644	BM up	scaffold_216	A	1749	scaffold_216	NA	J9LGY7	PF00060	Ligand-gated ion channel	IPR001320	Ionotropic glutamate receptor	GO:0004970;GO:0016020	Y
g11915	2.55415807903684	-2.79468417706659	3.43391962802019	0.00101605100035925	0.0248588958786953	BM up	scaffold_513	A	882	scaffold_513	HARB1_DANRE	J9JZE9	PF13359	DDE superfamily endonuclease	IPR027806	Harbinger transposase-derived nuclease domain	NA	Y
g23340	2.5473581731911	3.85408121516884	3.19925635827983	0.00183022755757934	0.039130048586069	BM up	scaffold_185	A	882	scaffold_185	NA	NA	PF00650	CRAL/TRIO domain	IPR001251	CRAL-TRIO lipid binding domain	NA	Y
g3906	2.54248411741701	-3.3406918827767	3.135660753576	0.00214249632501742	0.0444513983155086	BM up	scaffold_104	A	408	scaffold_104	MTNA_DROSI	J9K017	PF01008	Initiation factor 2 subunit family	IPR000649	Initiation factor 2B-related	GO:0044237	Y
g2486	2.53704190483433	0.483360125743712	5.03970079164856	1.54832409336345e-05	0.000984930389813526	BM up	scaffold_49	A	1706	scaffold_49	NA	D6WTN9	NA	NA	NA	NA	NA	Y
g23478	2.4622604946374	3.41326958747714	4.99693654437442	1.73220018060049e-05	0.00106441933546695	BM up	scaffold_48	A	1485	scaffold_48	NA	A0A0V0XSF6	PF18701;PF05380	Family of unknown function (DUF5641); Pao retrotransposon peptidase	IPR040676;IPR008042	Domain of unknown function DUF5641; Retrotransposon, Pao	NA	Y
g13119	2.45913305318384	-0.854292802614894	5.4017759164601	5.99615615244941e-06	0.000506198864720332	BM up	scaffold_13	A	2315	scaffold_13	NA	D6WTN9	NA	NA	NA	NA	NA	Y
g1161	2.44588475573416	-1.08570140595443	3.16131241529715	0.00200716802662504	0.042213617658915	BM up	scaffold_736	A	1252	scaffold_736	WAT_DROME	J9K312	PF07993	Male sterility protein	IPR013120	Male sterility, NAD-binding	NA	Y
g2933	2.43818778403458	-3.07349825789522	3.26298873380892	0.00155877481162992	0.034258912100859	BM up	scaffold_89	A	631	scaffold_89	NA	NA	PF03227	Gamma interferon inducible lysosomal thiol reductase (GILT)	IPR004911	Gamma interferon inducible lysosomal thiol reductase GILT	NA	Y
g6529	2.42992900449674	0.402629217110617	3.1919604420787	0.00185990308912654	0.0395771604336396	BM up	scaffold_52	A	3416	scaffold_52	COPIA_DROME	J9KJ72	PF07727;PF13976;PF00098;PF14223	Reverse transcriptase (RNA-dependent DNA polymerase); GAG-pre-integrase domain; Zinc knuckle; gag-polypeptide of LTR copia-type	IPR013103;IPR025724;IPR001878	Reverse transcriptase, RNA-dependent DNA polymerase; GAG-pre-integrase domain; Zinc finger, CCHC-type	GO:0003676;GO:0008270	Y
g18229	2.42608312225499	0.512711444890887	3.66876617453804	0.000557796321035114	0.0154794905312141	BM up	scaffold_78	A	1089	scaffold_78	NA	NA	PF18701	Family of unknown function (DUF5641)	IPR040676	Domain of unknown function DUF5641	NA	Y
g7519	2.4071552334882	5.4969861702021	3.27233588071732	0.00152216616078527	0.033659062253056	BM up	scaffold_16	A	2906	scaffold_16	NA	NA	PF00651;PF00096	BTB/POZ domain; Zinc finger, C2H2 type	IPR000210;IPR013087	BTB/POZ domain; Zinc finger C2H2-type	GO:0005515;GO:0003676	Y
g3055	2.39485779067661	3.15984622821854	3.17820590592778	0.00192337344423999	0.0407836439479338	BM up	scaffold_36	A	4684	scaffold_36	ABCA3_HUMAN	A0A2J7RIF3	PF12698;PF00005	ABC-2 family transporter protein; ABC transporter	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g6234	2.39125309572959	2.45030888560611	3.21520750336248	0.00175457214501646	0.0378258954318227	BM up	scaffold_582	A	2743	scaffold_582	NA	NA	PF00651	BTB/POZ domain	IPR000210	BTB/POZ domain	GO:0005515	Y
g5492	2.38192116390084	4.27285324938524	3.13956556283411	0.00211579114671885	0.0440875234793802	BM up	scaffold_27	A	1249	scaffold_27	FOXL2_PIG	A0A194QUL7	PF00250	Forkhead domain	IPR001766	Fork head domain	GO:0003700;GO:0006355;GO:0043565	Y
g4477	2.37818167495626	4.13510438146268	3.19315725516961	0.00185294784429426	0.0394756553714861	BM up	scaffold_94	A	705	scaffold_94	HP1_DROME	A0A3M7PCW1	PF00385;PF01393	Chromo (CHRromatin Organisation MOdifier) domain; Chromo shadow domain	IPR023780;IPR008251	Chromo domain; Chromo shadow domain	GO:0005634	Y
g18148	2.36516384821736	-4.22729799333636	4.20620129678497	0.000138336045388974	0.00527406995100238	BM up	scaffold_450	A	670	scaffold_450	NA	NA	PF03227	Gamma interferon inducible lysosomal thiol reductase (GILT)	IPR004911	Gamma interferon inducible lysosomal thiol reductase GILT	NA	Y
g2553	2.34050226460919	2.78272267824805	3.57846034433261	0.000702254293695677	0.0184671412953509	BM up	scaffold_90	A	1493	scaffold_90	RGAP1_MOUSE	A0A482VEZ3	PF00620	RhoGAP domain	IPR000198	Rho GTPase-activating protein domain	GO:0007165	Y
g9246	2.3376334295323	4.30609900381476	3.63843820701728	0.000602474619646316	0.0163673781632035	BM up	scaffold_178	A	1167	scaffold_178	ZN502_HUMAN	NA	PF00096	Zinc finger, C2H2 type	IPR013087	Zinc finger C2H2-type	GO:0003676	Y
g9906	2.3308849829155	1.4179362573098	3.23919802963498	0.00165164342688139	0.0361242011501686	BM up	scaffold_80	A	1045	scaffold_80	KRUP_DROME	NA	PF13912;PF00096	C2H2-type zinc finger; Zinc finger, C2H2 type	IPR013087	Zinc finger C2H2-type	GO:0003676	Y
g22184	2.31119447137297	-1.06158950555177	3.92551383403211	0.000287426012275067	0.00912366192407267	BM up	scaffold_11	A	1573	scaffold_11	NA	D2CG63	PF09820	Predicted AAA-ATPase	IPR018631	AAA-ATPase-like domain	NA	Y
g17760	2.30983877110666	0.427879275207443	3.41975571158245	0.001050190325345	0.0253985788724001	BM up	scaffold_186	A	1826	scaffold_186	PEPT1_DROME	A0A2J7R2B1	PF00854	POT family	IPR000109	Proton-dependent oligopeptide transporter family	GO:0016020;GO:0022857;GO:0055085	Y
g2827	2.2824489015813	-0.0440875769533249	3.98772748951258	0.000244522016695583	0.00807593190790203	BM up	scaffold_451	A	1094	scaffold_451	SPOPL_HUMAN	G1SS17	PF00651	BTB/POZ domain	IPR000210	BTB/POZ domain	GO:0005515	Y
g3907	2.27521774042726	-0.98809120836823	3.14931474157358	0.00206239436666988	0.043224149220717	BM up	scaffold_104	A	758	scaffold_104	MTNA_AEDAE	U4UMP6	PF01008	Initiation factor 2 subunit family	IPR000649	Initiation factor 2B-related	GO:0044237	Y
g18552	2.26860690505906	-1.60852106434191	3.51891012359548	0.000816770164719524	0.0210196150937648	BM up	scaffold_312	A	859	scaffold_312	COPIA_DROME	A0A182GDB3,A0A0V1NJF3	PF13976;PF07727	GAG-pre-integrase domain; Reverse transcriptase (RNA-dependent DNA polymerase)	IPR025724;IPR013103	GAG-pre-integrase domain; Reverse transcriptase, RNA-dependent DNA polymerase	NA	Y
g6104	2.26482256665862	0.654020755048673	5.12620787732092	1.23330877935216e-05	0.000825220607695412	BM up	scaffold_5	A	2892	scaffold_5	YRD6_CAEEL	X1XTW6	PF00665;PF17921	Integrase core domain; Integrase zinc binding domain	IPR001584;IPR041588	Integrase, catalytic core; Integrase zinc-binding domain	GO:0015074	Y
g18221	2.25226197346767	3.84058819518367	3.30554087434718	0.00139852587785882	0.0315550440508148	BM up	scaffold_78	A	1166	scaffold_78	SMS2_RAT,SMS1_HUMAN	Q17C33	PF14360	PAP2 superfamily C-terminal	IPR025749	Sphingomyelin synthase-like domain	NA	Y
g10089	2.24195075774926	3.86173226213639	3.69921257232552	0.000515293594970648	0.0146553293388084	BM up	scaffold_130	A	1630	scaffold_130	NA	NA	PF04923;PF00445	Ninjurin; Ribonuclease T2 family	IPR007007;IPR001568	Ninjurin; Ribonuclease T2-like	GO:0007155;GO:0016021;GO:0042246;GO:0003723;GO:0033897	Y
g22929	2.233881282518	7.21726359188063	4.04525409874436	0.000210496815505519	0.00724349613128136	BM up	scaffold_37	A	3474	scaffold_37	AGO2_RAT	A0A482X3D4	PF16488;PF08699;PF16486;PF02170;PF02171	Argonaute linker 2 domain; Argonaute linker 1 domain; N-terminal domain of argonaute; PAZ domain; Piwi domain	IPR032472;IPR014811;IPR032474;IPR003100;IPR003165	Argonaute linker 2 domain; Argonaute, linker 1 domain; Protein argonaute, N-terminal; PAZ domain; Piwi domain	GO:0005515;GO:0003676	Y
g22599	2.20342605573181	-0.0412517471763441	4.01796648575869	0.000225974411353927	0.0075741256317626	BM up	scaffold_6	A	2419	scaffold_6	NA	D6WTN9	PF17921	Integrase zinc binding domain	IPR041588	Integrase zinc-binding domain	NA	Y
g2298	2.19579213463562	4.85312014526879	3.13240465881058	0.00214821559021209	0.0444787117843429	BM up	scaffold_562	A	831	scaffold_562	JHAMT_DROME	B2DCQ0	PF13847	Methyltransferase domain	IPR025714	Methyltransferase domain	NA	Y
g2406	2.17718720541472	1.64277233349458	3.19762787479482	0.00182824356802666	0.039130048586069	BM up	scaffold_416	A	1247	scaffold_416	DMTA2_XENTR	D6WS24	PF00751;PF03474	DM DNA binding domain; DMRTA motif	IPR001275;IPR005173	DM DNA-binding domain; DMRTA motif	GO:0006355;GO:0043565	Y
g21171	2.15238859470333	4.9684846492738	5.21140193990081	9.86350290737996e-06	0.000704324282706428	BM up	scaffold_98	A	805	scaffold_98	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g17987	2.1438845338171	4.06689393130794	3.20473075458886	0.00179583161511007	0.0385871540719401	BM up	scaffold_457	A	1975	scaffold_457	TDG_HUMAN	A0A482WX71	PF03167	Uracil DNA glycosylase superfamily	IPR005122	Uracil-DNA glycosylase-like	NA	Y
g11978	2.13992215492642	-0.482809865663894	4.60444207602088	4.8615833413011e-05	0.00231129906957752	BM up	scaffold_321	A	1005	scaffold_321	CATL_SARPE	K7J502	PF08246;PF00112	Cathepsin propeptide inhibitor domain (I29); Papain family cysteine protease	IPR013201;IPR000668	Cathepsin propeptide inhibitor domain (I29); Peptidase C1A, papain C-terminal	GO:0006508;GO:0008234	Y
g19020	2.11326363570392	0.425811589361049	3.44016983079893	0.000996119687735898	0.0245510208439792	BM up	scaffold_234	A	1014	scaffold_234	COPIA_DROME	K7J7H5	NA	NA	NA	NA	NA	Y
g11386	2.10285210744821	1.02057700940689	3.39287510912499	0.00112217886973179	0.0266753729744402	BM up	scaffold_95	A	2523	scaffold_95	NA	A0A3M7R5S4	PF09820;PF00076	Predicted AAA-ATPase; RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	IPR018631;IPR000504	AAA-ATPase-like domain; RNA recognition motif domain	GO:0003676	Y
g21168	2.098742611104	5.63029543011199	3.28929007641336	0.00145476327001345	0.0325853184210427	BM up	scaffold_98	A	796	scaffold_98	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g20162	2.08871781571473	3.81556999322689	3.32368157307553	0.00133487025891429	0.0305649760425167	BM up	scaffold_333	A	2314	scaffold_333	NB5R2_MOUSE	A0A194Q8Y9	PF00175;PF09820;PF00970	Oxidoreductase NAD-binding domain; Predicted AAA-ATPase; Oxidoreductase FAD-binding domain	IPR001433;IPR018631;IPR008333	Oxidoreductase FAD/NAD(P)-binding; AAA-ATPase-like domain; Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	GO:0016491;GO:0055114	Y
g15838	2.08762025173436	1.30834524045672	4.3979139466497	8.36515468128901e-05	0.00358966471430326	BM up	scaffold_182	A	1244	scaffold_182	NA	NA	PF02949	7tm Odorant receptor	IPR004117	Olfactory receptor, insect	GO:0004984;GO:0005549;GO:0007608;GO:0016020	Y
g5914	2.08665903815448	4.03469893386856	6.75468048650152	1.88961006978806e-07	6.96687663689615e-05	BM up	scaffold_139	A	3028	scaffold_139	RENT1_DROME	T1HV29	PF18141;PF13086;PF09416;PF13087	Domain of unknown function (DUF5599); AAA domain; RNA helicase (UPF2 interacting domain); AAA domain	IPR040812;IPR041677;IPR018999;IPR041679	Domain of unknown function DUF5599; DNA2/NAM7 helicase, AAA domain; RNA helicase UPF1, UPF2-interacting domain; DNA2/NAM7 helicase-like, AAA domain	GO:0000184;GO:0003677;GO:0004386;GO:0005524;GO:0005737;GO:0008270	Y
g4008	2.06905443822041	3.3681791027894	3.65896587660976	0.000570919483087361	0.0156751236800247	BM up	scaffold_162	A	954	scaffold_162	KPCD1_RAT	A0A139WES9	PF00069	Protein kinase domain	IPR000719	Protein kinase domain	GO:0004672;GO:0005524;GO:0006468	Y
g6893	2.06852131094318	-2.17843917060888	3.47308038202955	0.000916420260125448	0.0231495913040664	BM up	scaffold_26	A	2087	scaffold_26	NA	K7JMU4	NA	NA	NA	NA	NA	Y
g19971	2.05058706493617	-0.950977785081866	3.6922306376428	0.000524244434694624	0.014821596177141	BM up	scaffold_568	A	1698	scaffold_568	CP4C1_BLADI	J9K6X1	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g22509	2.0428023758713	1.79028209443669	3.20433487619373	0.00179629118645531	0.0385871540719401	BM up	scaffold_228	A	1019	scaffold_228	INSM1_XENTR	A0A482XA19	PF13912;PF00096	C2H2-type zinc finger; Zinc finger, C2H2 type	IPR013087	Zinc finger C2H2-type	GO:0003676	Y
g19788	2.02068608123224	4.26461755959325	3.23298695259557	0.00167287697785499	0.0365002360892853	BM up	scaffold_60	A	981	scaffold_60	NA	NA	PF00098	Zinc knuckle	IPR001878	Zinc finger, CCHC-type	GO:0003676;GO:0008270	Y
g14836	2.00863087041334	-0.544096158748283	3.10252508584787	0.00230815713290846	0.0471177025572026	BM up	scaffold_361	A	2168	scaffold_361	NA	A0A2J7RND0	NA	NA	NA	NA	NA	Y
g10781	1.99366877656287	3.61104260363705	3.17282523965278	0.0019412991725264	0.0411154875156647	BM up	scaffold_270	A	1595	scaffold_270	ESTE_MYZPE	A0A2J7RMS4	PF00135	Carboxylesterase family	IPR002018	Carboxylesterase, type B	NA	Y
g8978	1.97664921276648	-2.18694007941729	3.34744062956161	0.00125710194720975	0.0292288336914947	BM up	scaffold_175	A	2285	scaffold_175	COPIA_DROME	K7J7H5	NA	NA	NA	NA	NA	Y
g18647	1.94717532638673	4.25504859884436	3.90287180767241	0.000304523301047446	0.00958452605700899	BM up	scaffold_362	A	5023	scaffold_362	HSP7D_MANSE	A0A0G4KHF8	PF00012;PF00226	Hsp70 protein; DnaJ domain	IPR013126;IPR001623	Heat shock protein 70 family; DnaJ domain	NA	Y
g20017	1.89860203919796	4.50961813379435	4.40277253694744	8.25810187958278e-05	0.00355216353706054	BM up	scaffold_894	A	855	scaffold_894	TCPA_MACFA	E2AJN5	PF00118	TCP-1/cpn60 chaperonin family	IPR002423	Chaperonin Cpn60/TCP-1 family	GO:0005524	Y
g15796	1.88629063677973	4.67806202171854	4.20578867127489	0.000138376461683556	0.00527406995100238	BM up	scaffold_747	A	2423	scaffold_747	NA	NA	PF09820	Predicted AAA-ATPase	IPR018631	AAA-ATPase-like domain	NA	Y
g10621	1.88207166762063	3.85716800865443	3.09488283255321	0.00235016835021787	0.0477594391620203	BM up	scaffold_32	A	2478	scaffold_32	P4HA2_CAEEL	A0A1I8M3Y0	PF13640	2OG-Fe(II) oxygenase superfamily	IPR005123	Oxoglutarate/iron-dependent dioxygenase	GO:0016491;GO:0055114	Y
g14154	1.87816288963757	-0.509832229729114	3.96996954988068	0.00025586964227838	0.00836237852582797	BM up	scaffold_3	A	774	scaffold_3	NA	NA	PF13873	Myb/SANT-like DNA-binding domain	IPR028002	Myb/SANT-like DNA-binding domain	NA	Y
g10622	1.86614568903782	4.29810612701532	3.60141907999581	0.000661079960904564	0.0175028972847443	BM up	scaffold_32	A	1463	scaffold_32	P4HA1_BOVIN	T1I153	PF08336	Prolyl 4-Hydroxylase alpha-subunit, N-terminal region	IPR013547	Prolyl 4-hydroxylase alpha-subunit, N-terminal	GO:0004656;GO:0005783;GO:0016702;GO:0055114	Y
g14104	1.86393393949655	2.55228818849372	3.44292378914695	0.000988401891166197	0.0243940827401756	BM up	scaffold_984	A	1290	scaffold_984	VGLU2_RAT	T1IC35	PF07690	Major Facilitator Superfamily	IPR011701	Major facilitator superfamily	GO:0016021;GO:0055085	Y
g14827	1.85711883925746	3.03823454936681	3.07883697008512	0.00244403259073284	0.0491420576636833	BM up	scaffold_361	A	1009	scaffold_361	TBPL1_XENLA	N6U3Q4	PF00352	Transcription factor TFIID (or TATA-binding protein, TBP)	IPR000814	TATA-box binding protein	GO:0003677;GO:0006352	Y
g11047	1.84922349564684	-0.306099163725903	3.71840086202294	0.000490022266816367	0.0140879248601449	BM up	scaffold_1	A	2988	scaffold_1	YRD6_CAEEL	X1XTW6	PF00078;PF00665;PF17921	Reverse transcriptase (RNA-dependent DNA polymerase); Integrase core domain; Integrase zinc binding domain	IPR000477;IPR001584;IPR041588	Reverse transcriptase domain; Integrase, catalytic core; Integrase zinc-binding domain	GO:0015074	Y
g16812	1.84299792859474	3.40712695258567	3.19183943844509	0.0018510477289451	0.0394756553714861	BM up	scaffold_8	A	3128	scaffold_8	NA	A0A482WK43	PF00090	Thrombospondin type 1 domain	IPR000884	Thrombospondin type-1 (TSP1) repeat	NA	Y
g1809	1.83378108355294	3.92285505665846	3.38147081298972	0.00115376010971275	0.0273160710302344	BM up	scaffold_330	A	724	scaffold_330	PAQRA_MOUSE	A0A067R1B8	PF03006	Haemolysin-III related	IPR004254	AdipoR/Haemolysin-III-related	GO:0016021	Y
g2599	1.8117300161053	1.65259868596784	3.61592131113733	0.000637020407826306	0.0169740570616372	BM up	scaffold_90	A	982	scaffold_90	NA	NA	PF00651	BTB/POZ domain	IPR000210	BTB/POZ domain	GO:0005515	Y
g755	1.7959991763094	4.88995499556734	3.09505089145021	0.00234846700221971	0.0477594391620203	BM up	scaffold_140	A	1674	scaffold_140	ARSB_MOUSE	A0A067QYG0	PF00884	Sulfatase	IPR000917	Sulfatase, N-terminal	GO:0008484	Y
g6630	1.77926419014283	-0.489988652536267	3.68956542791684	0.000527616717524491	0.0148241424864657	BM up	scaffold_876	A	485	scaffold_876	NA	NA	PF02949	7tm Odorant receptor	IPR004117	Olfactory receptor, insect	GO:0004984;GO:0005549;GO:0007608;GO:0016020	Y
g19951	1.75986543132536	1.29233119972566	3.54592134917207	0.000761326235973554	0.0197050426634645	BM up	scaffold_236	A	3384	scaffold_236	COPIA_DROME	J9KJ72	PF13976;PF07727;PF14223;PF00665	GAG-pre-integrase domain; Reverse transcriptase (RNA-dependent DNA polymerase); gag-polypeptide of LTR copia-type; Integrase core domain	IPR025724;IPR013103;IPR001584	GAG-pre-integrase domain; Reverse transcriptase, RNA-dependent DNA polymerase; Integrase, catalytic core	GO:0015074	Y
g4599	1.74746314990096	2.81236274695225	4.7764452020455	3.09169835334753e-05	0.00163796546778817	BM up	scaffold_857	A	1118	scaffold_857	NA	NA	PF00079	Serpin (serine protease inhibitor)	IPR023796	Serpin domain	NA	Y
g17056	1.710513221438	3.93600739612477	3.870854050528	0.000330778454239533	0.0102685133118498	BM up	scaffold_142	A	591	scaffold_142	NA	NA	PF13561	Enoyl-(Acyl carrier protein) reductase	NA	NA	NA	Y
g21419	1.69662486369835	3.19128166062209	3.35703291555695	0.00122650151158037	0.0285909371718852	BM up	scaffold_110	A	1579	scaffold_110	CATA_DROME	A0A2J7REJ5	PF06628;PF00199	Catalase-related immune-responsive; Catalase	IPR010582;IPR011614	Catalase immune-responsive domain; Catalase core domain	GO:0004096;GO:0020037;GO:0055114	Y
g3722	1.66858798520067	4.0990156538634	4.79201530686015	2.96760429681778e-05	0.00159561723887827	BM up	scaffold_190	A	734	scaffold_190	NA	NA	PF05253	U11-48K-like CHHC zinc finger	IPR022776	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain	NA	Y
g2892	1.66698454900598	-2.35899063782835	3.42657124207102	0.00102977114745614	0.0250725681266074	BM up	scaffold_89	A	1214	scaffold_89	NA	J9M9R8	PF08395	7tm Chemosensory receptor	IPR013604	7TM chemoreceptor	GO:0016021;GO:0050909	Y
g23380	1.63553902650651	0.33068272950295	5.48135438888523	4.87086021957682e-06	0.000460241160796001	BM up	scaffold_1806	A	3509	scaffold_1806	DYH3_HUMAN	A0A482WUC2	PF12775;PF17852;PF12774;PF12780;PF17857	P-loop containing dynein motor region; Dynein heavy chain AAA lid domain; Hydrolytic ATP binding site of dynein motor region; P-loop containing dynein motor region D4; AAA+ lid domain	IPR041466;IPR035699;IPR024317;IPR041589	Dynein heavy chain, AAA 5 extension domain; Dynein heavy chain, hydrolytic ATP-binding dynein motor region; Dynein heavy chain, AAA module D4; Dynein heavy chain 3, AAA+ lid domain	GO:0005524	Y
g3238	1.62649046924106	-1.65497676742819	3.45371294070311	0.000961594228367294	0.0239285968728423	BM up	scaffold_12	A	1030	scaffold_12	NA	NA	PF18199	Dynein heavy chain C-terminal domain	IPR041228	Dynein heavy chain, C-terminal domain	NA	Y
g3416	1.61379922666671	2.0823065586644	3.13103903437456	0.00214933662059844	0.0444787117843429	BM up	scaffold_10	A	3438	scaffold_10	AT131_HUMAN	A0A482X8I6	PF00122;PF00702	E1-E2 ATPase; haloacid dehalogenase-like hydrolase	NA	NA	NA	Y
g12218	1.60227591879538	1.13819872910337	3.46683113752109	0.000930235860835123	0.0232562016601814	BM up	scaffold_167	A	446	scaffold_167	NA	NA	PF00620	RhoGAP domain	IPR000198	Rho GTPase-activating protein domain	GO:0007165	Y
g12364	1.58106656263711	3.4538470716009	3.37404497197555	0.00117517039626643	0.0276655183651974	BM up	scaffold_231	A	1646	scaffold_231	ESTE_MYZPE	H9J594	PF00135	Carboxylesterase family	IPR002018	Carboxylesterase, type B	NA	Y
g6732	1.5745280753236	5.22406134015483	3.31790923951888	0.00135257045505408	0.03081404519673	BM up	scaffold_179	A	1463	scaffold_179	CC174_CHICK	J9KMD7	PF13300	Domain of unknown function (DUF4078)	IPR025066	Protein of unknown function DUF4078	NA	Y
g13017	1.57143152527863	2.08177291016153	3.93325367583533	0.000281414622749788	0.00901424924574056	BM up	scaffold_681	A	1543	scaffold_681	DDC_DROME	A0A154P0F5	PF00282	Pyridoxal-dependent decarboxylase conserved domain	IPR002129	Pyridoxal phosphate-dependent decarboxylase	GO:0016831;GO:0019752;GO:0030170	Y
g2891	1.54987629166137	0.832478069146582	4.9994988442437	1.71979818618871e-05	0.00106040525705411	BM up	scaffold_89	A	1255	scaffold_89	NA	NA	PF08395	7tm Chemosensory receptor	IPR013604	7TM chemoreceptor	GO:0016021;GO:0050909	Y
g10643	1.53857724310192	4.85707853270728	3.34259731994526	0.0012715529267823	0.0294889283379321	BM up	scaffold_32	A	6179	scaffold_32	CE290_DANRE	J9KIG1	NA	NA	NA	NA	NA	Y
g18485	1.52746334550471	4.05980765548969	3.69089582724856	0.000525771535648722	0.0148241424864657	BM up	scaffold_273	A	852	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g14953	1.52196657503176	1.50560226617985	3.2203677084328	0.00172409721802105	0.0373024435218782	BM up	scaffold_324	A	1087	scaffold_324	HIBCH_HUMAN	A0A2P8YBE1	PF16113	Enoyl-CoA hydratase/isomerase	IPR032259	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type	GO:0003860	Y
g7214	1.51549949043832	2.52543053604942	3.43744023751549	0.00100187245945246	0.024625616125807	BM up	scaffold_17	A	1732	scaffold_17	NA	NA	PF07707;PF00651	BTB And C-terminal Kelch; BTB/POZ domain	IPR011705;IPR000210	BTB/Kelch-associated; BTB/POZ domain	GO:0005515	Y
g12885	1.51086084843527	4.05356842593832	3.59261638643436	0.000675939661503552	0.0178270451455813	BM up	scaffold_44	A	997	scaffold_44	NA	NA	PF06109	Haemolysin E (HlyE)	IPR027018	Hemolysin E	GO:0009405;GO:0044179	Y
g21169	1.48991880664101	6.85820511774717	3.43154726121703	0.00101686726748344	0.0248588958786953	BM up	scaffold_98	A	796	scaffold_98	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g15952	1.46201139817056	2.67171621307901	3.42691139221866	0.00102881578849014	0.0250725681266074	BM up	scaffold_601	A	1073	scaffold_601	NA	J9JXH5	PF13927;PF07679	Immunoglobulin domain; Immunoglobulin I-set domain	IPR013098	Immunoglobulin I-set	NA	Y
g7608	1.45117459850741	3.45745925700835	3.07894726318463	0.00244168673344863	0.0491420576636833	BM up	scaffold_663	A	1709	scaffold_663	NA	H2J749	PF09820	Predicted AAA-ATPase	IPR018631	AAA-ATPase-like domain	NA	Y
g19940	1.44585634691774	3.20983784182826	3.2031527309215	0.00179912161762016	0.0386020559904107	BM up	scaffold_236	A	923	scaffold_236	NA	NA	PF13873	Myb/SANT-like DNA-binding domain	IPR028002	Myb/SANT-like DNA-binding domain	NA	Y
