"gene","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"g4594",798,"scaffold_888",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"g4595",353,"scaffold_888",NA,NA,NA,NA,NA,NA,NA,"N"
"g4596",1461,"scaffold_888",NA,NA,"PF00098","Zinc knuckle","IPR001878","Zinc finger, CCHC-type","GO:0003676;GO:0008270","Y"
"g4597",1458,"scaffold_888","POLX_TOBAC","K7J721","PF07727","Reverse transcriptase (RNA-dependent DNA polymerase)","IPR013103","Reverse transcriptase, RNA-dependent DNA polymerase",NA,"Y"
"g4598",199,"scaffold_888",NA,NA,"PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"g4599",1118,"scaffold_857",NA,NA,"PF00079","Serpin (serine protease inhibitor)","IPR023796","Serpin domain",NA,"Y"
"g46",2093,"scaffold_93",NA,"J9KMR5","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g460",2159,"scaffold_88",NA,"J9M7I9","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4600",515,"scaffold_857",NA,NA,NA,NA,NA,NA,NA,"N"
"g4601",714,"scaffold_857",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g4602",518,"scaffold_857",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g4603",304,"scaffold_1923",NA,NA,NA,NA,NA,NA,NA,"N"
"g4604",299,"scaffold_1640",NA,NA,NA,NA,NA,NA,NA,"N"
"g4605",299,"scaffold_1640",NA,NA,NA,NA,NA,NA,NA,"N"
"g4606",325,"scaffold_1640",NA,NA,NA,NA,NA,NA,NA,"N"
"g4607",217,"scaffold_702",NA,NA,NA,NA,NA,NA,NA,"N"
"g4608",845,"scaffold_702",NA,"A0A1I7VYE1,A0A016VUA6","PF18701","Family of unknown function (DUF5641)","IPR040676","Domain of unknown function DUF5641",NA,"Y"
"g4609",2258,"scaffold_702",NA,"A0A1I7VAW6","PF05585;PF03564","Putative peptidase (DUF1758); Protein of unknown function (DUF1759)","IPR008737;IPR005312","Peptidase aspartic, putative; Protein of unknown function DUF1759",NA,"Y"
"g461",1132,"scaffold_88",NA,NA,NA,NA,NA,NA,NA,"N"
"g4610",1581,"scaffold_702","UD2B9_MACFA","J9JL75","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g4611",1482,"scaffold_702","UD2B7_HUMAN","A0A2J7Q396","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g4612",709,"scaffold_702",NA,NA,NA,NA,NA,NA,NA,"N"
"g4613",3125,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4614",1118,"scaffold_383","S39A3_XENTR","Q17KP2","PF02535","ZIP Zinc transporter","IPR003689","Zinc/iron permease","GO:0016020;GO:0030001;GO:0046873;GO:0055085","Y"
"g4615",1329,"scaffold_383",NA,NA,"PF03227","Gamma interferon inducible lysosomal thiol reductase (GILT)","IPR004911","Gamma interferon inducible lysosomal thiol reductase GILT",NA,"Y"
"g4616",13460,"scaffold_383","HERC1_HUMAN","A0A1W4WJX3","PF00622;PF00400;PF00415;PF00632","SPRY domain; WD domain, G-beta repeat; Regulator of chromosome condensation (RCC1) repeat; HECT-domain (ubiquitin-transferase)","IPR003877;IPR001680;IPR000408;IPR000569","SPRY domain; WD40 repeat; Regulator of chromosome condensation, RCC1; HECT domain","GO:0005515;GO:0004842","Y"
"g4617",351,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4618",398,"scaffold_383","CCD58_BOVIN","A0A2P8YN60","PF09774","Caffeine-induced death protein 2","IPR019171","Caffeine-induced death protein 2",NA,"Y"
"g4619",625,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g462",1194,"scaffold_88",NA,"T1HFJ3","PF16021","Programmed cell death protein 7","IPR031974","Programmed cell death protein 7",NA,"Y"
"g4620",2451,"scaffold_383","COG1_DROME","A0A2J7Q186","PF08700","Vps51/Vps67",NA,NA,NA,"Y"
"g4621",3733,"scaffold_383","ALDO4_ORYSJ","T1HWZ8","PF00941;PF00111;PF03450;PF01315;PF01799","FAD binding domain in molybdopterin dehydrogenase; 2Fe-2S iron-sulfur cluster binding domain; CO dehydrogenase flavoprotein C-terminal domain; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain; [2Fe-2S] binding domain","IPR002346;IPR001041;IPR005107;IPR000674;IPR002888","Molybdopterin dehydrogenase, FAD-binding; 2Fe-2S ferredoxin-type iron-sulfur binding domain; CO dehydrogenase flavoprotein, C-terminal; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead; [2Fe-2S]-binding","GO:0016491;GO:0055114;GO:0009055;GO:0051536;GO:0046872","Y"
"g4622",1409,"scaffold_383","XDH_ORYSJ,XDH_CHICK","A0A2J7R4N3","PF02738","Molybdopterin-binding domain of aldehyde dehydrogenase","IPR008274","Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding","GO:0016491;GO:0055114","Y"
"g4623",1731,"scaffold_383","ALDO4_ORYSJ","T1HWZ8","PF00941;PF01799;PF00111;PF03450","FAD binding domain in molybdopterin dehydrogenase; [2Fe-2S] binding domain; 2Fe-2S iron-sulfur cluster binding domain; CO dehydrogenase flavoprotein C-terminal domain","IPR002346;IPR002888;IPR001041;IPR005107","Molybdopterin dehydrogenase, FAD-binding; [2Fe-2S]-binding; 2Fe-2S ferredoxin-type iron-sulfur binding domain; CO dehydrogenase flavoprotein, C-terminal","GO:0016491;GO:0055114;GO:0046872;GO:0009055;GO:0051536","Y"
"g4624",5964,"scaffold_383","ALDO2_ARATH","A0A1J1J970","PF00111;PF01799;PF03450;PF02738;PF01315;PF00941","2Fe-2S iron-sulfur cluster binding domain; [2Fe-2S] binding domain; CO dehydrogenase flavoprotein C-terminal domain; Molybdopterin-binding domain of aldehyde dehydrogenase; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain; FAD binding domain in molybdopterin dehydrogenase","IPR001041;IPR002888;IPR005107;IPR008274;IPR000674;IPR002346","2Fe-2S ferredoxin-type iron-sulfur binding domain; [2Fe-2S]-binding; CO dehydrogenase flavoprotein, C-terminal; Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead; Molybdopterin dehydrogenase, FAD-binding","GO:0009055;GO:0051536;GO:0016491;GO:0046872;GO:0055114","Y"
"g4625",2785,"scaffold_383",NA,NA,"PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"g4626",2671,"scaffold_383",NA,NA,"PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"g4627",482,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4628",476,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4629",464,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g463",1181,"scaffold_88","MODSP_DROME","T1H816","PF00089;PF00057","Trypsin; Low-density lipoprotein receptor domain class A","IPR001254;IPR002172","Serine proteases, trypsin domain; Low-density lipoprotein (LDL) receptor class A repeat","GO:0004252;GO:0006508;GO:0005515","Y"
"g4630",476,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4631",1222,"scaffold_383",NA,"A0A158NY85",NA,NA,NA,NA,NA,"Y"
"g4632",1539,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4633",1186,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"g4634",396,"scaffold_781",NA,NA,NA,NA,NA,NA,NA,"N"
"g4635",5933,"scaffold_781","BCOR_HUMAN","E2C7J1","PF13606;PF12796","Ankyrin repeat; Ankyrin repeats (3 copies)","IPR002110;IPR020683","Ankyrin repeat; Ankyrin repeat-containing domain","GO:0005515","Y"
"g4636",664,"scaffold_2174",NA,NA,NA,NA,NA,NA,NA,"N"
"g4637",807,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4638",1441,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4639",853,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g464",2072,"scaffold_88","ZMYM1_HUMAN","J9KKG0","PF05699;PF14291","hAT family C-terminal dimerisation region; Domain of unknown function (DUF4371)","IPR008906;IPR025398","HAT, C-terminal dimerisation domain; Domain of unknown function DUF4371","GO:0046983","Y"
"g4640",946,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4641",913,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4642",835,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4643",868,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4644",865,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4645",958,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4646",1480,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4647",1498,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4648",1486,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4649",1510,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g465",1402,"scaffold_88",NA,"A0A182G595","PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g4650",793,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4651",1441,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4652",1474,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4653",516,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4654",823,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4655",326,"scaffold_659",NA,NA,NA,NA,NA,NA,NA,"N"
"g4656",893,"scaffold_501",NA,"A0A088ASD6,A0A0L7R3N2","PF00567","Tudor domain","IPR002999","Tudor domain",NA,"Y"
"g4657",2668,"scaffold_501",NA,"A0A2J7QKW6","PF12872;PF00567","OST-HTH/LOTUS domain; Tudor domain","IPR025605;IPR002999","OST-HTH/LOTUS domain; Tudor domain",NA,"Y"
"g4658",2946,"scaffold_501","MITOS_DANRE","A0A2J7PBG0","PF00664;PF00005","ABC transporter transmembrane region; ABC transporter","IPR011527;IPR003439","ABC transporter type 1, transmembrane domain; ABC transporter-like","GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887","Y"
"g4659",1084,"scaffold_501","PLS1_MOUSE","A0A182FF10","PF03803","Scramblase","IPR005552","Scramblase","GO:0017121;GO:0017128","Y"
"g466",1438,"scaffold_88","DOLK_BOVIN","J9JRT5",NA,NA,NA,NA,NA,"Y"
"g4660",667,"scaffold_501","PLS2_BOVIN","A0A067QG92","PF03803","Scramblase","IPR005552","Scramblase","GO:0017121;GO:0017128","Y"
"g4661",629,"scaffold_501",NA,NA,NA,NA,NA,NA,NA,"N"
"g4662",687,"scaffold_501","PLS1_MOUSE","A0A087U3V7","PF03803","Scramblase","IPR005552","Scramblase","GO:0017121;GO:0017128","Y"
"g4663",1953,"scaffold_501",NA,"A0A1W1H7Y2","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4664",1890,"scaffold_501","TRET1_ANOGA","X1WJM7","PF00083","Sugar (and other) transporter","IPR005828","Major facilitator,  sugar transporter-like","GO:0016021;GO:0022857;GO:0055085","Y"
"g4665",344,"scaffold_501",NA,NA,NA,NA,NA,NA,NA,"N"
"g4666",1154,"scaffold_2260",NA,NA,NA,NA,NA,NA,NA,"N"
"g4667",856,"scaffold_2260",NA,NA,"PF13637","Ankyrin repeats (many copies)",NA,NA,NA,"Y"
"g4668",731,"scaffold_1277",NA,NA,NA,NA,NA,NA,NA,"N"
"g4669",306,"scaffold_821",NA,NA,NA,NA,NA,NA,NA,"N"
"g467",1068,"scaffold_88","IDH3A_DROME","J9JQ96","PF00180","Isocitrate/isopropylmalate dehydrogenase","IPR024084","Isopropylmalate dehydrogenase-like domain","GO:0016616;GO:0055114","Y"
"g4670",1942,"scaffold_1133",NA,"J9LF57","PF05225;PF03184","helix-turn-helix, Psq domain; DDE superfamily endonuclease","IPR007889;IPR004875","DNA binding HTH domain, Psq-type; DDE superfamily endonuclease domain","GO:0003677;GO:0003676","Y"
"g4671",444,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4672",497,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4673",2213,"scaffold_181","CNGB3_MOUSE","A0A482WN14","PF00520;PF00027","Ion transport protein; Cyclic nucleotide-binding domain","IPR005821;IPR000595","Ion transport domain; Cyclic nucleotide-binding domain","GO:0005216;GO:0006811;GO:0016020;GO:0055085","Y"
"g4674",2004,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4675",1434,"scaffold_181","VCP_APIME","X1WSI9","PF00450","Serine carboxypeptidase","IPR001563","Peptidase S10, serine carboxypeptidase","GO:0004185;GO:0006508","Y"
"g4676",1483,"scaffold_181","SHPK_MOUSE","T1HQJ5","PF00370","FGGY family of carbohydrate kinases, N-terminal domain","IPR018484","Carbohydrate kinase, FGGY, N-terminal","GO:0005975;GO:0016773","Y"
"g4677",2393,"scaffold_181",NA,"T1HXK6",NA,NA,NA,NA,NA,"Y"
"g4678",3132,"scaffold_181","ANR11_MOUSE","A0A158P3P5",NA,NA,NA,NA,NA,"Y"
"g4679",2397,"scaffold_181","RC3H1_HUMAN","A0A2J7Q7X3","PF00642;PF18386","Zinc finger C-x8-C-x5-C-x3-H type (and similar); Roquin II domain","IPR000571;IPR041523","Zinc finger, CCCH-type; Roquin II","GO:0046872","Y"
"g468",3437,"scaffold_88","TLL1_CHICK","A0A232F3W0","PF01400;PF14670;PF00431","Astacin (Peptidase family M12A); Coagulation Factor Xa inhibitory site; CUB domain","IPR001506;IPR000859","Peptidase M12A; CUB domain","GO:0004222;GO:0006508","Y"
"g4680",1362,"scaffold_181","C49A1_DROME","D6WGY7","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"g4681",663,"scaffold_181","NDUS7_PANTR","A0A088A9V1","PF01058","NADH ubiquinone oxidoreductase, 20 Kd subunit","IPR006137","NADH:ubiquinone oxidoreductase-like, 20kDa subunit","GO:0051536;GO:0055114","Y"
"g4682",1538,"scaffold_181","AAPK2_PIG","F4WKU5","PF16579;PF00069","Adenylate sensor of SNF1-like protein kinase; Protein kinase domain","IPR032270;IPR000719","AMPK, C-terminal adenylate sensor domain; Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g4683",1280,"scaffold_181",NA,"A0A182XXC8","PF13903","PMP-22/EMP/MP20/Claudin tight junction","IPR004031","PMP-22/EMP/MP20/Claudin superfamily","GO:0016021","Y"
"g4684",1064,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4685",282,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4686",6040,"scaffold_181","UBR2_MOUSE","A0A067QUM0","PF02207;PF02617","Putative zinc finger in N-recognin (UBR box); ATP-dependent Clp protease adaptor protein ClpS","IPR003126;IPR003769","Zinc finger, UBR-type; Adaptor protein ClpS, core","GO:0008270;GO:0030163","Y"
"g4687",10014,"scaffold_181","PTP10_DROME","A0A482WR18","PF00169;PF09820;PF00041;PF00102","PH domain; Predicted AAA-ATPase; Fibronectin type III domain; Protein-tyrosine phosphatase","IPR001849;IPR018631;IPR003961;IPR000242","Pleckstrin homology domain; AAA-ATPase-like domain; Fibronectin type III; PTP type protein phosphatase","GO:0005515;GO:0004725;GO:0006470","Y"
"g4688",690,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4689",1609,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g469",3152,"scaffold_88","SHAN3_HUMAN","T1I9H4","PF17820;PF16511;PF12796","PDZ domain; N-terminal or F0 domain of Talin-head FERM; Ankyrin repeats (3 copies)","IPR041489;IPR032425;IPR020683","PDZ domain 6; Talin, N-terminal F0 domain; Ankyrin repeat-containing domain",NA,"Y"
"g4690",9834,"scaffold_181","LAMA1_MOUSE","J9JUN1","PF00055;PF02210;PF00053;PF00052;PF00054","Laminin N-terminal (Domain VI); Laminin G domain; Laminin EGF domain; Laminin B (Domain IV); Laminin G domain","IPR008211;IPR001791;IPR002049;IPR000034","Laminin, N-terminal; Laminin G domain; Laminin EGF domain; Laminin IV",NA,"Y"
"g4691",1763,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4692",607,"scaffold_181",NA,NA,"PF15797","Domain of unknown function (DUF4706)","IPR031600","Domain of unknown function DUF4706",NA,"Y"
"g4693",9836,"scaffold_181","STAN_DROME","J9JMT0","PF00028;PF02210;PF16489;PF00008;PF00002;PF00053","Cadherin domain; Laminin G domain; GPCR-Autoproteolysis INducing (GAIN) domain; EGF-like domain; 7 transmembrane receptor (Secretin family); Laminin EGF domain","IPR002126;IPR001791;IPR032471;IPR000742;IPR000832;IPR002049","Cadherin-like; Laminin G domain; GAIN domain, N-terminal; EGF-like domain; GPCR, family 2, secretin-like; Laminin EGF domain","GO:0005509;GO:0007156;GO:0016020;GO:0004930;GO:0007186;GO:0016021","Y"
"g4694",2156,"scaffold_181","MTF1_MOUSE","A0A067RMA9","PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g4695",1200,"scaffold_181","GLMP_SALSA","A0A2J7QXI7","PF15065","Lysosomal transcription factor, NCU-G1","IPR029382","Lysosomal transcription factor, NCU-G1",NA,"Y"
"g4696",1699,"scaffold_181",NA,"T1HFS8",NA,NA,NA,NA,NA,"Y"
"g4697",1514,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4698",1607,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4699",2038,"scaffold_181",NA,"A0A261D9Z1","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g47",2160,"scaffold_93",NA,NA,"PF00071","Ras family","IPR001806","Small GTPase","GO:0003924;GO:0005525","Y"
"g470",3428,"scaffold_88",NA,"K7JGN9",NA,NA,NA,NA,NA,"Y"
"g4700",3760,"scaffold_181","E2AK4_HUMAN","J9JTI8","PF00069;PF13393;PF12745;PF05773","Protein kinase domain; Histidyl-tRNA synthetase; Anticodon binding domain of tRNAs; RWD domain","IPR000719;IPR041715;IPR024435;IPR006575","Protein kinase domain; Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain; Histidyl tRNA synthetase-related domain; RWD domain","GO:0004672;GO:0005524;GO:0006468;GO:0005515","Y"
"g4701",577,"scaffold_181","PTPM1_DROME","A0A212EV24","PF00782","Dual specificity phosphatase, catalytic domain","IPR000340","Dual specificity phosphatase, catalytic domain","GO:0008138;GO:0016311","Y"
"g4702",1674,"scaffold_181","KTNA1_SALSA","A0A1S3D1F0","PF17862;PF09336;PF00004","AAA+ lid domain; Vps4 C terminal oligomerisation domain; ATPase family associated with various cellular activities (AAA)","IPR041569;IPR015415;IPR003959","AAA ATPase, AAA+ lid domain; Vps4 oligomerisation, C-terminal; ATPase, AAA-type, core","GO:0005524","Y"
"g4703",2258,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4704",2448,"scaffold_181","SCYL2_HUMAN","A0A2J7RM58","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g4705",1667,"scaffold_181","TTY1_DROME","E0VCQ3","PF04906","Tweety","IPR006990","Tweety","GO:0016021","Y"
"g4706",1758,"scaffold_181","TKFC_MOUSE","A0A067RGB2","PF02733;PF02734","Dak1 domain; DAK2 domain","IPR004006;IPR004007","DhaK domain; DhaL domain","GO:0004371;GO:0006071","Y"
"g4707",1710,"scaffold_181","TKFC_HUMAN","A0A067RGB2","PF02734;PF02733","DAK2 domain; Dak1 domain","IPR004007;IPR004006","DhaL domain; DhaK domain","GO:0004371;GO:0006071","Y"
"g4708",1636,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4709",1738,"scaffold_181","DTX_DROME","A0A482WMA8","PF18102;PF02825","Deltex C-terminal domain; WWE domain","IPR039396;IPR004170","Deltex, C-terminal; WWE domain",NA,"Y"
"g471",4685,"scaffold_88",NA,"K7JGN9",NA,NA,NA,NA,NA,"Y"
"g4710",1406,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4711",3288,"scaffold_181","XPC_MOUSE","J9JJA8","PF10404;PF10405;PF03835;PF10403","Rad4 beta-hairpin domain 2; Rad4 beta-hairpin domain 3; Rad4 transglutaminase-like domain; Rad4 beta-hairpin domain 1","IPR018327;IPR018328;IPR018325;IPR018326","Rad4 beta-hairpin domain 2; Rad4 beta-hairpin domain 3; Rad4/PNGase transglutaminase-like fold; Rad4 beta-hairpin domain 1","GO:0003677","Y"
"g4712",1859,"scaffold_181",NA,NA,"PF12937","F-box-like","IPR001810","F-box domain","GO:0005515","Y"
"g4713",2572,"scaffold_181","GRIK2_HUMAN","A0A482WH75","PF10613;PF01094;PF00060","Ligated ion channel L-glutamate- and glycine-binding site; Receptor family ligand binding region; Ligand-gated ion channel","IPR019594;IPR001828;IPR001320","Ionotropic glutamate receptor, L-glutamate and glycine-binding domain; Receptor, ligand binding region; Ionotropic glutamate receptor","GO:0004970;GO:0016020","Y"
"g4714",2707,"scaffold_181","GRIK2_HUMAN","T1H819","PF00060;PF01094;PF10613","Ligand-gated ion channel; Receptor family ligand binding region; Ligated ion channel L-glutamate- and glycine-binding site","IPR001320;IPR001828;IPR019594","Ionotropic glutamate receptor; Receptor, ligand binding region; Ionotropic glutamate receptor, L-glutamate and glycine-binding domain","GO:0004970;GO:0016020","Y"
"g4715",3031,"scaffold_181","GRIK2_HUMAN","T1H819","PF01094;PF00060;PF10613","Receptor family ligand binding region; Ligand-gated ion channel; Ligated ion channel L-glutamate- and glycine-binding site","IPR001828;IPR001320;IPR019594","Receptor, ligand binding region; Ionotropic glutamate receptor; Ionotropic glutamate receptor, L-glutamate and glycine-binding domain","GO:0004970;GO:0016020","Y"
"g4716",2381,"scaffold_181",NA,"J9K229","PF02892;PF04937","BED zinc finger; Protein of unknown function (DUF 659)","IPR003656;IPR007021","Zinc finger, BED-type; Domain of unknown function DUF659","GO:0003677","Y"
"g4717",1248,"scaffold_181",NA,NA,"PF12937","F-box-like","IPR001810","F-box domain","GO:0005515","Y"
"g4718",2024,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4719",1259,"scaffold_181","YM9I_CAEEL","J9JUF0","PF05577","Serine carboxypeptidase S28","IPR008758","Peptidase S28","GO:0006508;GO:0008236","Y"
"g472",2154,"scaffold_88","FUR1C_DROME","J9K3U6","PF00082;PF01483;PF16470","Subtilase family; Proprotein convertase P-domain; Peptidase S8 pro-domain","IPR000209;IPR002884;IPR032815","Peptidase S8/S53 domain; P domain; Peptidase S8, pro-domain","GO:0004252;GO:0006508","Y"
"g4720",2123,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4721",423,"scaffold_181","C6A13_DROME","A0A182FZZ4","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"g4722",2228,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4723",1976,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4724",2068,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4725",2066,"scaffold_181",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4726",4470,"scaffold_181",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4727",266,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4728",284,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g4729",216,"scaffold_181",NA,NA,NA,NA,NA,NA,NA,"N"
"g473",7211,"scaffold_88","ACAC_CHICK","J9JZ55","PF00364;PF08326;PF01039;PF02786;PF02785;PF00289","Biotin-requiring enzyme; Acetyl-CoA carboxylase, central region; Carboxyl transferase domain; Carbamoyl-phosphate synthase L chain, ATP binding domain; Biotin carboxylase C-terminal domain; Biotin carboxylase, N-terminal domain","IPR000089;IPR013537;IPR034733;IPR005479;IPR005482;IPR005481","Biotin/lipoyl attachment; Acetyl-CoA carboxylase, central domain; Acetyl-CoA carboxylase; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Biotin carboxylase, C-terminal; Biotin carboxylase-like, N-terminal domain","GO:0003989;GO:0005524;GO:0006633","Y"
"g4730",1580,"scaffold_181","PSMD3_DROME","A0A0C5AST9","PF08375;PF01399","Proteasome regulatory subunit C-terminal; PCI domain","IPR013586;IPR000717","26S proteasome regulatory subunit, C-terminal; Proteasome component (PCI) domain","GO:0000502;GO:0030234;GO:0042176","Y"
"g4731",1975,"scaffold_181",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g4732",1348,"scaffold_181",NA,"A0A2J7Q7S9","PF10377","Autophagy-related protein 11","IPR019460","Autophagy-related protein 11, C-terminal",NA,"Y"
"g4733",991,"scaffold_193",NA,"J9JQ98","PF00047","Immunoglobulin domain","IPR013151","Immunoglobulin",NA,"Y"
"g4734",1666,"scaffold_193",NA,"X1WT75",NA,NA,NA,NA,NA,"Y"
"g4735",2301,"scaffold_193","VGFR1_MOUSE","J9JQ98","PF13927;PF07679;PF07714","Immunoglobulin domain; Immunoglobulin I-set domain; Protein tyrosine kinase","IPR013098;IPR001245","Immunoglobulin I-set; Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672;GO:0006468","Y"
"g4736",296,"scaffold_193",NA,NA,"PF07714","Protein tyrosine kinase","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672;GO:0006468","Y"
"g4737",1460,"scaffold_193","UD2B7_HUMAN","A0A2P8ZG78","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g4738",996,"scaffold_193","CLVS1_PONAB","A0A482X0B9","PF03765;PF00650","CRAL/TRIO, N-terminal domain; CRAL/TRIO domain","IPR011074;IPR001251","CRAL/TRIO, N-terminal domain; CRAL-TRIO lipid binding domain",NA,"Y"
"g4739",234,"scaffold_193",NA,NA,NA,NA,NA,NA,NA,"N"
