"gene","gene_len","seq","blast","diamond","interpro","anno"
"g8897",809,"scaffold_2","ELOV7_BOVIN","A0A182WJN4","GNS1/SUR4 family","Y"
"g8898",238,"scaffold_2",NA,NA,NA,"N"
"g8899",1095,"scaffold_2",NA,NA,NA,"N"
"g89",1781,"scaffold_360",NA,NA,NA,"N"
"g890",2051,"scaffold_158","CPSF3_DROME","A0A0L7QWD3","Beta-Casp domain,Zn-dependent metallo-hydrolase RNA specificity domain,Metallo-beta-lactamase superfamily domain,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term","Y"
"g8900",291,"scaffold_2",NA,NA,NA,"N"
"g8901",610,"scaffold_2",NA,"X1WXG2",NA,"Y"
"g8902",1934,"scaffold_2",NA,NA,"Predicted AAA-ATPase","Y"
"g8903",1910,"scaffold_2",NA,NA,NA,"N"
"g8904",662,"scaffold_2",NA,NA,NA,"N"
"g8905",596,"scaffold_2",NA,NA,NA,"N"
"g8906",1643,"scaffold_2","TCPA_DROME","A0A2J7QHG0","TCP-1/cpn60 chaperonin family","Y"
"g8907",758,"scaffold_2","RL7_CHICK","C4WTW7","Ribosomal protein L30p/L7e,Ribosomal L30 N-terminal domain","Y"
"g8908",1026,"scaffold_2",NA,NA,"SAM domain (Sterile alpha motif)","Y"
"g8909",596,"scaffold_2",NA,NA,NA,"N"
"g891",433,"scaffold_158",NA,NA,NA,"N"
"g8910",2611,"scaffold_2",NA,NA,NA,"N"
"g8911",461,"scaffold_2",NA,NA,NA,"N"
"g8912",1907,"scaffold_2","MAOX_ANAPL","A0A482X887","Malic enzyme, N-terminal domain,Malic enzyme, NAD binding domain","Y"
"g8913",2210,"scaffold_2","ADA17_DROME","A0A482WTW9,J9JIY4","Disintegrin,Metallo-peptidase family M12,Membrane-proximal domain, switch, for ADAM17,Reprolysin family propeptide,Metallo-peptidase family M12B Reprolysin-like","Y"
"g8914",1943,"scaffold_2",NA,"J9K188",NA,"Y"
"g8915",944,"scaffold_2",NA,NA,"Uncharacterised protein family (UPF0240)","Y"
"g8916",3179,"scaffold_2","LIPP_MYOCO","J9JJ44","Lipase","Y"
"g8917",299,"scaffold_2",NA,NA,NA,"N"
"g8918",1858,"scaffold_2","PDE4B_DROME","A0A232FBZ1","Phosphodiesterase 4 upstream conserved regions (UCR),3'5'-cyclic nucleotide phosphodiesterase","Y"
"g8919",452,"scaffold_2",NA,NA,NA,"N"
"g892",1224,"scaffold_158","RT31_BOVIN","J9JND0","Mitochondrial 28S ribosomal protein S31","Y"
"g8920",382,"scaffold_2",NA,NA,NA,"N"
"g8921",285,"scaffold_2",NA,NA,NA,"N"
"g8922",1547,"scaffold_2",NA,NA,"Retrotransposon gag protein","Y"
"g8923",847,"scaffold_2",NA,NA,NA,"N"
"g8924",391,"scaffold_2",NA,NA,NA,"N"
"g8925",864,"scaffold_2",NA,NA,NA,"N"
"g8926",1048,"scaffold_2",NA,NA,"Transcription cofactor vestigial-like protein 4","Y"
"g8927",465,"scaffold_2","DOCK3_HUMAN","A0A151X8N0","DOCK N-terminus","Y"
"g8928",1170,"scaffold_2","INX3_DROME","A0A1S3CXD3","Innexin","Y"
"g8929",1933,"scaffold_2","YRD6_CAEEL","A0A3Q0JHJ1","RNase H-like domain found in reverse transcriptase,Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g893",1122,"scaffold_158","DRI_DROME","A0A482X5S1","ARID/BRIGHT DNA binding domain","Y"
"g8930",1079,"scaffold_2",NA,"A0A151IKM6",NA,"Y"
"g8931",5165,"scaffold_2","DOCK3_HUMAN","A0A482WMH0","Dock homology region 2,DOCK N-terminus,C2 domain in Dock180 and Zizimin proteins","Y"
"g8932",1575,"scaffold_2",NA,NA,NA,"N"
"g8933",724,"scaffold_2",NA,NA,"Protein of unknown function (DUF1151)","Y"
"g8934",1448,"scaffold_2","WLS_DROVI","A0A1S3DE39","Wnt-binding factor required for Wnt secretion","Y"
"g8935",756,"scaffold_2",NA,NA,NA,"N"
"g8936",500,"scaffold_2",NA,NA,"Pre-rRNA-processing protein TSR2","Y"
"g8937",1703,"scaffold_2","ABCD3_MOUSE","J9K006","ABC transporter transmembrane region 2,ABC transporter","Y"
"g8938",2000,"scaffold_2","MIDN_DROME","J9K1S0","Ubiquitin family","Y"
"g8939",1605,"scaffold_2","LIPR3_HUMAN","J9JX72","Lipase","Y"
"g894",236,"scaffold_158",NA,NA,NA,"N"
"g8940",1785,"scaffold_2","LIPP_ICTTR","J9JX72","Lipase,PLAT/LH2 domain","Y"
"g8941",823,"scaffold_2","CRVP_TRILK","A0A482XQ64","Cysteine-rich secretory protein family","Y"
"g8942",1071,"scaffold_2","CRHBP_SHEEP","J9K995","Corticotropin-releasing factor binding protein (CRF-BP)","Y"
"g8943",341,"scaffold_2",NA,NA,"Protein of unknown function (DUF1676)","Y"
"g8944",397,"scaffold_2",NA,NA,"Protein of unknown function (DUF1676)","Y"
"g8945",2091,"scaffold_2",NA,NA,"Protein of unknown function (DUF1676)","Y"
"g8946",2721,"scaffold_2","SIWI_BOMMO","A0A067RM87","Piwi domain,PAZ domain","Y"
"g8947",798,"scaffold_2",NA,"J9JV95","Haemolymph juvenile hormone binding protein (JHBP)","Y"
"g8948",265,"scaffold_306",NA,NA,NA,"N"
"g8949",238,"scaffold_306",NA,NA,NA,"N"
"g895",2411,"scaffold_158",NA,"A0A151JP00",NA,"Y"
"g8950",438,"scaffold_306",NA,NA,"Cytochrome c oxidase subunit Vb","Y"
"g8951",842,"scaffold_306","EXOS6_DANRE","A0A2P8XD50","3' exoribonuclease family, domain 1","Y"
"g8952",393,"scaffold_306","SF3B5_DROME","A0A2P8XD64","Splicing factor 3B subunit 10 (SF3b10)","Y"
"g8953",1008,"scaffold_306","UBCD2_DROME","D6X1Y6","Ubiquitin-conjugating enzyme","Y"
"g8954",1584,"scaffold_306","PAXI_HUMAN,PAXI_MOUSE,PAXI_CHICK","A0A482WVY9,A0A2A3E4C7,A0A2J7QZI9","LIM domain","Y"
"g8955",1573,"scaffold_306","TOX3_HUMAN","A0A482X4C2","HMG (high mobility group) box","Y"
"g8956",664,"scaffold_306",NA,NA,NA,"N"
"g8957",1386,"scaffold_306","GLRA1_HUMAN","A0A482XN88","Neurotransmitter-gated ion-channel ligand binding domain,Neurotransmitter-gated ion-channel transmembrane region","Y"
"g8958",493,"scaffold_306",NA,NA,NA,"N"
"g8959",604,"scaffold_306","AR6P1_HUMAN","A0A2P8ZFT8",NA,"Y"
"g896",1456,"scaffold_158",NA,NA,NA,"N"
"g8960",1318,"scaffold_302","WAT_DROME","K7J6N4","Male sterility protein","Y"
"g8961",208,"scaffold_302",NA,NA,NA,"N"
"g8962",1679,"scaffold_302","WAT_DROME","D9MX52","Male sterility protein","Y"
"g8963",939,"scaffold_302","LIPP_RAT","J9JWA0","Lipase","Y"
"g8964",1321,"scaffold_302",NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y"
"g8965",1702,"scaffold_302","WAT_DROME","K7J6N4","Male sterility protein","Y"
"g8966",1548,"scaffold_302",NA,NA,NA,"N"
"g8967",900,"scaffold_302",NA,NA,"THAP domain","Y"
"g8968",2897,"scaffold_302","MYORG_MOUSE","A0A2P8XH20","Repulsive guidance molecule (RGM) C-terminus,Glycosyl hydrolases family 31,Repulsive guidance molecule (RGM) N-terminus","Y"
"g8969",935,"scaffold_302",NA,NA,NA,"N"
"g897",221,"scaffold_158",NA,NA,NA,"N"
"g8970",1490,"scaffold_302","RDX_DROME","A0A139WMR0","MATH domain,BTB/POZ domain","Y"
"g8971",456,"scaffold_302",NA,NA,NA,"N"
"g8972",354,"scaffold_302",NA,NA,NA,"N"
"g8973",229,"scaffold_302",NA,NA,NA,"N"
"g8974",916,"scaffold_302",NA,NA,NA,"N"
"g8975",245,"scaffold_302",NA,NA,NA,"N"
"g8976",734,"scaffold_302","NRX4_DROME","A0A026WLY2","Laminin G domain","Y"
"g8977",617,"scaffold_302","NRX4_DROME","A0A3Q0J8U0","Laminin G domain","Y"
"g8978",2285,"scaffold_175","COPIA_DROME","K7J7H5",NA,"Y"
"g8979",796,"scaffold_175",NA,"J9JT61","Immunoglobulin domain,Immunoglobulin I-set domain","Y"
"g898",1589,"scaffold_158","SOX2_CAEEL",NA,"HMG (high mobility group) box","Y"
"g8980",748,"scaffold_175","RS6_SPOFR","C4WSM5","Ribosomal protein S6e","Y"
"g8981",1049,"scaffold_175",NA,NA,NA,"N"
"g8982",1170,"scaffold_175",NA,NA,NA,"N"
"g8983",560,"scaffold_175","RAS1_DROGR","A0A1I8PYA8","Ras family","Y"
"g8984",559,"scaffold_175","RAS_ARTSA","E2C6M4","Ras family","Y"
"g8985",5824,"scaffold_175","CRAG_DROME","A0A2J7Q1W2","uDENN domain,DENN (AEX-3) domain,dDENN domain","Y"
"g8986",1496,"scaffold_175","ARI1_HUMAN","A0A2J7R235","IBR domain, a half RING-finger domain","Y"
"g8987",1057,"scaffold_175","PGTB1_BOVIN","A0A067RGQ2","Prenyltransferase and squalene oxidase repeat","Y"
"g8988",1643,"scaffold_175",NA,NA,"Zinc finger, C2H2 type","Y"
"g8989",2002,"scaffold_175",NA,NA,NA,"N"
"g899",893,"scaffold_158","F210A_PONAB","A0A067RT71","Protein of unknown function (DUF1279)","Y"
"g8990",1316,"scaffold_175",NA,"A0A3Q0J5Z2","Uncharacterized protein conserved in bacteria (DUF2236)","Y"
"g8991",548,"scaffold_175",NA,NA,NA,"N"
"g8992",656,"scaffold_175","SLD5_RAT","A0A1S3D044","DNA replication complex GINS protein SLD5 C-terminus,GINS complex protein","Y"
"g8993",256,"scaffold_175",NA,NA,NA,"N"
"g8994",3539,"scaffold_175","RENT2_MOUSE","A0A482X8N9","MIF4G domain,Up-frameshift suppressor 2","Y"
"g8995",1112,"scaffold_175","DCP2_PONAB","A0A2P8YIN6","Dcp2, box A domain,NUDIX domain","Y"
"g8996",509,"scaffold_175","RLP24_DROME","R4G823","Ribosomal protein L24e","Y"
"g8997",1080,"scaffold_175","SCAM1_MOUSE","A0A1W4XNI9","SCAMP family","Y"
"g8998",854,"scaffold_175",NA,NA,"7tm Odorant receptor","Y"
"g8999",260,"scaffold_175",NA,NA,NA,"N"
"g9",600,"scaffold_93",NA,NA,NA,"N"
"g90",785,"scaffold_360",NA,NA,NA,"N"
"g900",775,"scaffold_158","MPU1_DROME","A0A2A4KAM5","PQ loop repeat","Y"
"g9000",901,"scaffold_175",NA,"A0A482WMX9","Chitin binding Peritrophin-A domain","Y"
"g9001",1313,"scaffold_175","ODB2_HUMAN","G7NV28","2-oxoacid dehydrogenases acyltransferase (catalytic domain),Biotin-requiring enzyme,e3 binding domain","Y"
"g9002",1130,"scaffold_175","ARFP2_RAT","A0A482WPC8","Arfaptin-like domain","Y"
"g9003",303,"scaffold_175",NA,NA,"Tim10/DDP family zinc finger","Y"
"g9004",1076,"scaffold_175",NA,NA,NA,"N"
"g9005",1554,"scaffold_175","ZNF84_HUMAN",NA,"Zinc finger, C2H2 type","Y"
"g9006",1580,"scaffold_175","UGPA_CRIGR","E1ZYZ4","UTP--glucose-1-phosphate uridylyltransferase","Y"
"g9007",1472,"scaffold_175","CABL1_HUMAN","E0W277","Cyclin, N-terminal domain","Y"
"g9008",861,"scaffold_175",NA,"E0VC48",NA,"Y"
"g9009",1037,"scaffold_175","B3GT5_MOUSE","A0A067RJ13","Galactosyltransferase","Y"
"g901",1764,"scaffold_158",NA,NA,"NF-kappa-B-activating protein","Y"
"g9010",428,"scaffold_175",NA,NA,NA,"N"
"g9011",280,"scaffold_175",NA,NA,NA,"N"
"g9012",1885,"scaffold_175",NA,"A0A437BGT7",NA,"Y"
"g9013",808,"scaffold_175","CFDP1_HUMAN","A0A0J7KVI5","Bucentaur or craniofacial development","Y"
"g9014",507,"scaffold_175",NA,NA,NA,"N"
"g9015",3797,"scaffold_175","LGRD_BREPA","J9K4N6","Phosphopantetheine attachment site,Male sterility protein,short chain dehydrogenase,AMP-binding enzyme,AMP-binding enzyme C-terminal domain","Y"
"g9016",941,"scaffold_175","TOPK_MOUSE","A0A067R2H2","Protein kinase domain","Y"
"g9017",1432,"scaffold_175","UAP1_MOUSE","T1IG81","UTP--glucose-1-phosphate uridylyltransferase","Y"
"g9018",5849,"scaffold_175","DCR1_DROME","A0A0B5G268","PAZ domain,Ribonuclease III domain,Helicase conserved C-terminal domain,Dicer dimerisation domain","Y"
"g9019",2640,"scaffold_175",NA,"A0A0L7QXX4,D6WKQ6",NA,"Y"
"g902",1370,"scaffold_158","TTC8_MOUSE","A0A482X1T3","Tetratricopeptide repeat","Y"
"g9020",1422,"scaffold_175","GR64F_DROME","J9LBD3","Trehalose receptor","Y"
"g9021",1217,"scaffold_175","CNGA3_HUMAN","X1WJK8","Cyclic nucleotide-binding domain","Y"
"g9022",1382,"scaffold_175",NA,NA,NA,"N"
"g9023",1226,"scaffold_175","CNG1_CHICK","X1WJK8,A0A482XQ36",NA,"Y"
"g9024",330,"scaffold_417",NA,NA,NA,"N"
"g9025",311,"scaffold_417",NA,NA,NA,"N"
"g9026",232,"scaffold_417",NA,NA,NA,"N"
"g9027",398,"scaffold_417",NA,NA,NA,"N"
"g9028",424,"scaffold_417",NA,NA,NA,"N"
"g9029",591,"scaffold_417",NA,NA,NA,"N"
"g903",2353,"scaffold_158",NA,NA,NA,"N"
"g9030",199,"scaffold_417",NA,NA,NA,"N"
"g9031",308,"scaffold_417",NA,NA,NA,"N"
"g9032",293,"scaffold_417",NA,NA,NA,"N"
"g9033",1432,"scaffold_1268",NA,"J9L3N6","Amiloride-sensitive sodium channel","Y"
"g9034",1578,"scaffold_1268","PPK19_DROME","J9L3N6","Amiloride-sensitive sodium channel","Y"
"g9035",1140,"scaffold_655","YM67_CAEEL","E2A6B9","Serine carboxypeptidase S28","Y"
"g9036",301,"scaffold_655",NA,NA,NA,"N"
"g9037",499,"scaffold_655",NA,NA,NA,"N"
"g9038",1086,"scaffold_655",NA,NA,NA,"N"
"g9039",1302,"scaffold_655",NA,NA,NA,"N"
"g904",1517,"scaffold_158","PPAF2_HOLDI","J9K608","Trypsin","Y"
"g9040",1262,"scaffold_655","PPM1B_HUMAN","A0A2A3EIT4","Protein serine/threonine phosphatase 2C, C-terminal domain,Protein phosphatase 2C","Y"
"g9041",496,"scaffold_655",NA,NA,NA,"N"
"g9042",1530,"scaffold_655",NA,"A0A151IS28","Transposase protein,THAP domain","Y"
"g9043",400,"scaffold_740",NA,NA,NA,"N"
"g9044",623,"scaffold_740","VATO_MOUSE","A0A1S3D3Z5","ATP synthase subunit C","Y"
"g9045",2195,"scaffold_740","CNOT3_MOUSE","A0A087ZPP5","NOT2 / NOT3 / NOT5 family,Not1 N-terminal domain, CCR4-Not complex component","Y"
"g9046",449,"scaffold_740",NA,NA,"Eukaryotic protein of unknown function (DUF842)","Y"
"g9047",482,"scaffold_740",NA,"A0A482XAT3","Rpp14/Pop5 family","Y"
"g9048",3695,"scaffold_740","NSMA3_DANRE","A0A482WPT8","HMG-box domain,piRNA pathway germ-plasm component,Mitochondrial-associated sphingomyelin phosphodiesterase","Y"
"g9049",281,"scaffold_740",NA,NA,NA,"N"
"g905",1325,"scaffold_158","VCP_APIME","F4X0L6","Serine carboxypeptidase","Y"
"g9050",320,"scaffold_740",NA,NA,NA,"N"
"g9051",902,"scaffold_740","CTU1_DROMO","A0A0J7L4L2","PP-loop family,Zinc-ribbon","Y"
"g9052",988,"scaffold_740","MUL1_DROME","E2AM11","E3 Ubiquitin ligase,Zinc finger, C3HC4 type (RING finger)","Y"
"g9053",1884,"scaffold_740","RECQ1_MOUSE","J9KB36","DEAD/DEAH box helicase,Helicase conserved C-terminal domain,RecQ zinc-binding","Y"
"g9054",1562,"scaffold_740","GORS2_RAT","J9JPL6","GRASP55/65 PDZ-like domain","Y"
"g9055",379,"scaffold_740",NA,NA,NA,"N"
"g9056",3155,"scaffold_740",NA,NA,NA,"N"
"g9057",2103,"scaffold_740",NA,"C3WB46","Transactive response DNA-binding protein N-terminal domain,Predicted AAA-ATPase","Y"
"g9058",440,"scaffold_740",NA,NA,NA,"N"
"g9059",697,"scaffold_713",NA,NA,NA,"N"
"g906",1328,"scaffold_158","VCP_APIME","A0A067QKM7","Serine carboxypeptidase","Y"
"g9060",364,"scaffold_1344",NA,NA,NA,"N"
"g9061",1328,"scaffold_848",NA,NA,"Predicted AAA-ATPase","Y"
"g9062",1025,"scaffold_848",NA,"A0A1H8D3N8","Predicted AAA-ATPase","Y"
"g9063",327,"scaffold_848","TRET1_DROPS","A0A3Q0J369","Sugar (and other) transporter","Y"
"g9064",546,"scaffold_475","RIFK_DROME","A0A482WI92","Riboflavin kinase","Y"
"g9065",1469,"scaffold_475","SYFAB_XENLA","A0A1S3D383","PheRS DNA binding domain 3,tRNA synthetases class II core domain (F),PheRS DNA binding domain 1","Y"
"g9066",1260,"scaffold_475",NA,"J9JMA3",NA,"Y"
"g9067",1161,"scaffold_475",NA,"J9JSE2","Lytic polysaccharide mono-oxygenase, cellulose-degrading","Y"
"g9068",915,"scaffold_475","SDS3_BOVIN","A0A2J7PJV2","Sds3-like","Y"
"g9069",2437,"scaffold_475","MTH2_DROYA","A0A482X5D1","7 transmembrane receptor (Secretin family)","Y"
"g907",1010,"scaffold_158","VCP_APIME","E2AY00","Serine carboxypeptidase","Y"
"g9070",1124,"scaffold_475",NA,NA,NA,"N"
"g9071",1025,"scaffold_475",NA,NA,NA,"N"
"g9072",896,"scaffold_475",NA,NA,NA,"N"
"g9073",1118,"scaffold_475",NA,NA,"7 transmembrane receptor (Secretin family)","Y"
"g9074",1043,"scaffold_475",NA,"A0A482X5D1","7 transmembrane receptor (Secretin family)","Y"
"g9075",315,"scaffold_475","DNAL4_MOUSE","A0A482X5F2","Dynein light chain type 1","Y"
"g9076",393,"scaffold_475","Y9705_DROME","A0A437BKG8","'Cold-shock' DNA-binding domain","Y"
"g9077",994,"scaffold_475",NA,NA,"SAM domain (Sterile alpha motif)","Y"
"g9078",398,"scaffold_475",NA,NA,NA,"N"
"g9079",310,"scaffold_475",NA,NA,NA,"N"
"g908",1328,"scaffold_158","VCP_APIME","A0A067QKM7","Serine carboxypeptidase","Y"
"g9080",6503,"scaffold_475","CHIT1_HUMAN","A0A482XAA0","Chitin binding Peritrophin-A domain,Glycosyl hydrolases family 18","Y"
"g9081",5779,"scaffold_590","RPB1_DROME","J9JT31","RNA polymerase Rpb1 C-terminal repeat,RNA polymerase Rpb1, domain 5,RNA polymerase Rpb1, domain 1,RNA polymerase Rpb1, domain 3,RNA polymerase Rpb1, domain 2,RNA polymerase Rpb1, domain 4,RNA polymerase Rpb1, domain 7,RNA polymerase Rpb1, domain 6","Y"
"g9082",272,"scaffold_590",NA,NA,NA,"N"
"g9083",2015,"scaffold_590",NA,NA,NA,"N"
"g9084",2000,"scaffold_590",NA,NA,NA,"N"
"g9085",372,"scaffold_590",NA,NA,NA,"N"
"g9086",1897,"scaffold_590",NA,NA,NA,"N"
"g9087",2164,"scaffold_590",NA,NA,NA,"N"
"g9088",1239,"scaffold_590",NA,NA,NA,"N"
"g9089",1031,"scaffold_590","XRP2_HUMAN","A0A067QZL0","Tubulin binding cofactor C","Y"
"g909",1074,"scaffold_828",NA,NA,NA,"N"
"g9090",650,"scaffold_590","ATGA1_XENTR","A0A482WJF5","Autophagy-related protein 101","Y"
"g9091",959,"scaffold_590","CATL_SARPE","A0A2A4K1J7","Cathepsin propeptide inhibitor domain (I29),Papain family cysteine protease","Y"
"g9092",624,"scaffold_660","CAH2_CAEEL","A0A1S3D1H3","Eukaryotic-type carbonic anhydrase","Y"
"g9093",822,"scaffold_660",NA,NA,NA,"N"
"g9094",195,"scaffold_1080",NA,NA,NA,"N"
"g9095",926,"scaffold_205",NA,NA,NA,"N"
"g9096",235,"scaffold_205",NA,NA,NA,"N"
"g9097",1256,"scaffold_205",NA,NA,NA,"N"
"g9098",4440,"scaffold_205","FAS_CHICK","A0A482WJG3","Acyl transferase domain,KR domain,Beta-ketoacyl synthase, C-terminal domain,Beta-ketoacyl synthase, N-terminal domain,Ketoacyl-synthetase C-terminal extension","Y"
"g9099",1324,"scaffold_205","FAS_RAT","J9K3D3","Phosphopantetheine attachment site,Thioesterase domain","Y"
"g91",537,"scaffold_360",NA,NA,NA,"N"
"g910",427,"scaffold_828",NA,NA,NA,"N"
"g9100",1193,"scaffold_205",NA,"A0A0J7MQH7","gag-polypeptide of LTR copia-type","Y"
"g9101",214,"scaffold_205",NA,NA,NA,"N"
"g9102",353,"scaffold_205",NA,NA,NA,"N"
"g9103",629,"scaffold_205",NA,NA,"Alcohol dehydrogenase transcription factor Myb/SANT-like","Y"
"g9104",569,"scaffold_205",NA,NA,NA,"N"
"g9105",398,"scaffold_205",NA,NA,NA,"N"
"g9106",281,"scaffold_205",NA,NA,NA,"N"
"g9107",547,"scaffold_205",NA,NA,NA,"N"
"g9108",1032,"scaffold_205","HAIR_DROME","A0A3Q0JBU4","Helix-loop-helix DNA-binding domain,Hairy Orange","Y"
"g9109",271,"scaffold_205",NA,NA,NA,"N"
"g911",295,"scaffold_828",NA,NA,NA,"N"
"g9110",218,"scaffold_205",NA,NA,NA,"N"
"g9111",342,"scaffold_205",NA,NA,NA,"N"
"g9112",1937,"scaffold_205",NA,NA,NA,"N"
"g9113",469,"scaffold_205",NA,NA,NA,"N"
"g9114",1458,"scaffold_205",NA,NA,NA,"N"
"g9115",3983,"scaffold_205",NA,NA,NA,"N"
"g9116",1170,"scaffold_205","DPN_DROME","A0A1A9W0W2","Helix-loop-helix DNA-binding domain,Hairy Orange","Y"
"g9117",3155,"scaffold_205","EMAL_DROME","T1HQX8","HELP motif,WD domain, G-beta repeat,Doublecortin","Y"
"g9118",2908,"scaffold_205","ARHGA_HUMAN","J9JN63","RhoGEF domain","Y"
"g9119",560,"scaffold_205",NA,NA,NA,"N"
"g912",537,"scaffold_675",NA,"A0A482XN97","Ras family","Y"
"g9120",218,"scaffold_205",NA,NA,NA,"N"
"g9121",1466,"scaffold_205",NA,NA,NA,"N"
"g9122",1133,"scaffold_205",NA,"A0A3Q0J943",NA,"Y"
"g9123",431,"scaffold_205",NA,NA,NA,"N"
"g9124",427,"scaffold_205",NA,NA,NA,"N"
"g9125",751,"scaffold_205",NA,NA,NA,"N"
"g9126",781,"scaffold_813",NA,NA,NA,"N"
"g9127",3462,"scaffold_813","KZ_DROME","A0A2J7PF51","Oligonucleotide/oligosaccharide-binding (OB)-fold,Helicase conserved C-terminal domain,Helicase associated domain (HA2),DEAD/DEAH box helicase","Y"
"g9128",1883,"scaffold_680","MTRAA_XENLA","A0A067QF58","Myotubularin-associated protein,Myotubularin-like phosphatase domain","Y"
"g9129",2600,"scaffold_680","NU107_HUMAN","A0A067RFT9","Nuclear pore protein 84 / 107","Y"
"g913",2488,"scaffold_675","YRD6_CAEEL","A0A3Q0JHJ1",NA,"Y"
"g9130",412,"scaffold_680",NA,NA,NA,"N"
"g9131",519,"scaffold_680",NA,NA,NA,"N"
"g9132",774,"scaffold_680",NA,NA,"PTN/MK heparin-binding protein family, C-terminal domain","Y"
"g9133",455,"scaffold_680",NA,"J9L3L7",NA,"Y"
"g9134",886,"scaffold_680","MPPD1_HUMAN","A0A482X3V2","Calcineurin-like phosphoesterase","Y"
"g9135",1445,"scaffold_680","PLCG1_RAT","A0A482X4C5","SH3 domain,Phosphatidylinositol-specific phospholipase C, Y domain,C2 domain","Y"
"g9136",1326,"scaffold_680",NA,NA,NA,"N"
"g9137",2342,"scaffold_680","PLCG1_BOVIN","A0A2J7QPE5","Phosphatidylinositol-specific phospholipase C, X domain,SH2 domain","Y"
"g9138",1331,"scaffold_680","SAM50_RAT","A0A2J7RT84","Surface antigen","Y"
"g9139",1556,"scaffold_680","NOP58_HUMAN","A0A087ZZZ5","NOP5NT (NUC127) domain,snoRNA binding domain, fibrillarin","Y"
"g914",351,"scaffold_675",NA,NA,NA,"N"
"g9140",667,"scaffold_680","UCHL3_BOVIN","A0A3Q0J064","Ubiquitin carboxyl-terminal hydrolase, family 1","Y"
"g9141",541,"scaffold_147",NA,NA,NA,"N"
"g9142",2631,"scaffold_147","VPS41_MOUSE","A0A067QY06","Vacuolar sorting protein 39 domain 2,Region in Clathrin and VPS","Y"
"g9143",1321,"scaffold_147",NA,NA,NA,"N"
"g9144",850,"scaffold_147","TF2H3_BOVIN","A0A482XHP4","Transcription factor Tfb4","Y"
"g9145",494,"scaffold_147",NA,NA,"Ribosomal protein S6","Y"
"g9146",238,"scaffold_147",NA,NA,NA,"N"
"g9147",578,"scaffold_147","AKIRN_DROME","R4G8L1",NA,"Y"
"g9148",1332,"scaffold_147","ODR4_MOUSE","A0A2P8Z8Y6","Olfactory receptor 4-like","Y"
"g9149",575,"scaffold_147","NUDC_CHICK","A0A067QP89","N-terminal conserved domain of Nudc.","Y"
"g915",177,"scaffold_2167",NA,NA,"Sulfotransferase domain","Y"
"g9150",719,"scaffold_147",NA,NA,NA,"N"
"g9151",263,"scaffold_147",NA,NA,NA,"N"
"g9152",400,"scaffold_147",NA,NA,NA,"N"
"g9153",292,"scaffold_147",NA,NA,NA,"N"
"g9154",214,"scaffold_147",NA,NA,NA,"N"
"g9155",462,"scaffold_147","NUDC_CHICK","J9K0W5","CS domain","Y"
"g9156",1854,"scaffold_147","ESTF_MYZPE","J9JZB7","Carboxylesterase family","Y"
"g9157",505,"scaffold_147",NA,NA,NA,"N"
"g9158",970,"scaffold_147",NA,NA,NA,"N"
"g9159",723,"scaffold_147",NA,NA,NA,"N"
"g916",109,"scaffold_536",NA,NA,NA,"N"
"g9160",2602,"scaffold_147",NA,NA,NA,"N"
"g9161",1369,"scaffold_147",NA,NA,NA,"N"
"g9162",5631,"scaffold_147","TSC2_HUMAN","A0A067R1A4","Tuberin,Rap/ran-GAP,Domain of unknown function (DUF3384)","Y"
"g9163",545,"scaffold_147",NA,NA,NA,"N"
"g9164",2340,"scaffold_147","UNK_CANLF","A0A2J7PKN3","Zinc finger, C3HC4 type (RING finger),Unkempt Zinc finger domain 1 (Znf1),Zinc finger C-x8-C-x5-C-x3-H type (and similar)","Y"
"g9165",2627,"scaffold_147","CYLD_BOVIN","A0A2J7RPH2","CAP-Gly domain","Y"
"g9166",714,"scaffold_147","MAF1_DANRE","A0A482X5P6","Maf1 regulator","Y"
"g9167",2213,"scaffold_147",NA,NA,NA,"N"
"g9168",439,"scaffold_147","CADF_DROME","A0A437BTN5","Cofilin/tropomyosin-type actin-binding protein","Y"
"g9169",335,"scaffold_147","ATPK_DROME","A0A1B0AF80","Mitochondrial F1F0-ATP synthase, subunit f","Y"
"g917",539,"scaffold_536",NA,NA,NA,"N"
"g9170",1411,"scaffold_147","GAGA_DROME","T1HV28","BTB/POZ domain,GAGA factor","Y"
"g9171",1910,"scaffold_147","TRC8_DROME","A0A2P8XWF4","Ring finger domain,TRC8 N-terminal domain","Y"
"g9172",2132,"scaffold_147",NA,NA,NA,"N"
"g9173",287,"scaffold_147",NA,NA,"Homeodomain","Y"
"g9174",1067,"scaffold_147","HMSH_DROME","A0A482XT29","Homeodomain","Y"
"g9175",229,"scaffold_147",NA,NA,NA,"N"
"g9176",377,"scaffold_147",NA,NA,NA,"N"
"g9177",335,"scaffold_147",NA,NA,NA,"N"
"g9178",820,"scaffold_147","NKX32_MOUSE","D6WZY4","Homeodomain","Y"
"g9179",403,"scaffold_147","LBX1_HUMAN","A0A482XVD7","Homeodomain","Y"
"g918",1646,"scaffold_536","SIFAR_DROME","T1KQS6","7 transmembrane receptor (rhodopsin family),Integrin plexin domain","Y"
"g9180",613,"scaffold_147",NA,NA,NA,"N"
